year,month,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
1995,11,0.01792,0.025158,0.006434,0.024497,0.015584,0.048778,0.050774,0.039477,0.045369,0.060993,0.062977,0.035419,0.038549,0.047239,0.050558,0.043095,0.050481,0.036531,0.047214,0.047662,0.049408,0.019563,0.048398,0.051421,0.04822,0.001975,0.021937,0.011611,0.026974,0.019938,0.060037,0.038928,0.035751,0.051762,0.044796,0.073699,0.036692,0.040603,0.038546,0.051708,0.058271,0.041837,0.057153,0.049239,0.028237,0.052254,0.045485,0.060832,0.050346,0.012735,0.003864,0.03125,0.031451,0.013542,0.02724,0.074171,0.030982,0.044462,0.042756,0.041381,0.0795,0.034913,0.031512,0.035615,0.074533,0.030459,0.036063,0.060565,0.047316,0.040182,0.046376,0.083039,0.042593,0.047807,0.03539,-0.0058,0.0187,0.0228,0.022,0.0238,0.0302,0.0293,0.0558,0.0361,0.0499,0.0648,0.043,0.0281,0.0698,0.0487,0.0668,0.0534,0.0564,0.0445,0.0241,0.1192,0.0598,0.0463,0.0477,0.0244
1995,12,0.025192,0.029696,0.018426,0.013136,0.014369,0.029782,0.023341,0.034748,0.030703,0.033172,0.016109,0.015942,0.024697,0.030725,0.015051,-0.01487,0.007203,0.009829,0.003059,0.003866,0.011532,0.00785,0.038684,0.008343,0.019375,0.044978,0.034423,0.023939,0.019759,0.000953,0.040303,0.029736,0.038734,0.021482,0.024263,0.034078,0.011014,0.023513,0.018114,0.019908,0.014151,0.001693,0.026811,0.009908,-0.038659,0.055163,0.020925,0.025108,0.011046,-0.01769,0.025422,0.021638,0.001271,0.017276,0.007832,0.047732,0.024653,0.0205,0.029217,0.015836,0.060354,0.035395,0.000592,0.016032,-0.003633,0.000497,-0.006966,-0.002274,-0.006887,0.017008,0.004786,0.038162,0.03097,0.016035,0.010344,-0.0218,0.0101,0.019,0.0308,0.0324,-0.0098,0.022,0.0408,0.0422,0.0406,0.0195,0.0149,0.0367,0.0285,0.0103,-0.0158,0.0118,0.0187,0.0094,-0.0079,-0.018,0.0175,0.0253,0.0194,0.01
1996,1,0.015712,0.003791,0.015495,0.016362,0.007332,-0.000043,-0.012548,0.005269,-0.005505,0.005196,-0.019192,0.00271,-0.001681,0.008125,0.008376,0.016242,0.021906,0.016405,0.021926,0.010938,0.039915,0.024267,0.033722,0.028528,0.044594,0.021068,0.017327,0.014666,0.000997,0.008641,0.027758,0.008003,0.007587,-0.005942,-0.019935,0.010116,0.018873,-0.00457,-0.005982,-0.015069,0.018461,0.015953,0.025533,0.014079,0.015217,0.038957,0.036213,0.034733,0.039942,0.024974,0.029408,0.007387,-0.005809,-0.000317,-0.00005,0.013196,-0.000461,-0.017214,-0.017687,0.004244,0.000568,-0.005238,0.000895,-0.012057,0.005868,0.013624,0.004327,0.024539,0.021307,0.023007,0.0293,0.02326,0.029692,0.036396,0.03852,0.0191,0.0045,0.0182,0.0167,0.0046,0.0076,0.0243,0.0087,-0.0035,-0.0029,-0.02,-0.0004,-0.0001,-0.0048,0.0043,0.0298,0.0334,0.0208,0.0141,0.0069,0.0143,0.0053,0.0161,0.0418,0.0455
1996,2,0.038628,0.011159,0.039585,0.020657,0.033986,0.053216,0.056778,0.021506,0.017889,0.01314,0.047663,0.041513,0.022138,0.026325,0.015743,0.054743,0.011181,0.003226,0.016198,-0.007842,0.005824,0.030413,0.015364,0.008517,0.027065,0.04128,0.033109,0.014914,0.026995,0.034102,0.009999,0.023002,0.02036,0.035226,0.060811,0.018554,0.019551,0.03085,0.035815,0.045627,0.013634,0.002866,0.01334,0.011636,0.057036,-0.001297,0.013279,0.00658,0.032087,0.011231,0.034492,0.026296,0.025156,0.031206,0.037118,0.029739,0.035226,0.033756,0.040448,0.046543,0.017667,0.030915,0.030334,0.044962,0.046247,0.023746,0.023731,0.014972,0.029361,0.027055,0.019417,0.003953,0.009312,0.016647,0.013449,0.0281,0.0298,0.018,0.0321,0.0393,0.0458,0.0388,0.0301,0.0249,0.0423,0.0486,0.0293,0.021,0.0111,0.0475,0.0258,0.0192,0.012,0.0184,0.0361,0.0165,0.0071,0.0122,0.0037,0.0301
1996,3,0.027996,0.037448,0.03127,0.040455,0.020666,0.021283,0.03034,0.01024,0.018589,0.040817,0.031202,0.010254,0.032196,0.028907,0.021106,0.01259,0.007745,0.027952,0.004949,0.023677,-0.00112,0.023288,0.009793,0.020868,0.004734,0.011575,0.021544,0.030456,0.035202,0.040253,0.020368,0.012648,0.01341,0.022458,0.025393,0.014478,0.01821,0.028215,0.034136,0.023956,0.022668,0.035335,0.007115,0.016051,0.002853,0.00573,0.008183,0.007009,0.013003,0.004426,0.012778,0.039474,0.03566,0.049199,0.04473,0.016985,0.017369,0.016281,0.036525,0.038622,0.000619,0.029806,0.025664,0.04008,0.032312,0.00765,0.031961,-0.004537,0.007882,0.029212,-0.027596,0.020098,0.029438,0.011206,0.001885,0.0326,0.0266,0.022,0.0265,0.0265,0.0336,0.0108,0.0103,0.0397,0.0192,0.019,0.0183,0.014,0.0247,0.0311,0.0141,0.0219,0.0121,0.0186,0.0269,0.0581,0.0314,0.0094,0.0079,-0.0049
1996,4,0.086431,0.098094,0.088584,0.058512,0.057596,0.101587,0.092367,0.025545,0.043372,0.065267,0.05835,0.044845,0.01877,0.008687,0.016989,0.064007,0.037445,0.04066,-0.001283,-0.018939,0.013717,0.03434,0.012306,-0.004282,-0.01574,0.075358,0.056426,0.061613,0.079806,0.084988,0.0861,0.020881,0.032958,0.066425,0.088793,0.034408,0.005703,0.008869,0.045841,0.054797,0.033663,0.018213,0.014549,0.014774,0.072647,0.022087,0.006228,0.002124,0.00729,0.038623,0.080426,0.075542,0.063283,0.080722,0.076825,0.101095,0.054822,0.042107,0.056487,0.091111,0.047803,0.028285,0.036071,0.031046,0.046919,0.042724,0.037219,0.023494,0.038995,0.034827,-0.00582,-0.003487,0.011199,0.005572,0.024324,0.0835,0.0523,0.0426,0.055,0.1057,0.0713,0.0486,0.0413,0.0392,0.0858,0.0756,0.0188,0.0127,0.036,0.0903,0.0522,0.0404,0.0219,0.0019,0.0589,0.041,0.0442,0.0027,0.0115,0.0084
1996,5,0.079149,0.067213,0.079115,0.065232,0.056359,0.061476,0.045498,0.04275,0.048648,0.076827,0.028506,0.040291,0.021074,0.013375,0.010407,0.028416,0.003756,0.003849,0.013047,0.015881,0.038611,0.014276,0.007121,0.02908,0.023337,0.079989,0.063351,0.040105,0.071906,0.075194,0.099763,0.043331,0.027494,0.036887,0.052253,0.035314,0.008685,0.014775,0.041363,0.023641,0.009616,0.006322,0.013444,0.013639,0.024542,0.01507,0.01554,0.023677,0.036958,0.036623,0.083057,0.068469,0.048864,0.052851,0.063558,0.079792,0.047229,0.050037,0.029174,0.044709,0.027051,0.024845,0.029397,0.026419,0.02007,0.002917,0.020594,0.004083,0.02351,0.015364,-0.006375,0.019956,0.014974,0.027063,0.032821,0.0733,0.0581,0.0558,0.0547,0.0864,0.0462,0.0244,0.0325,0.0457,0.0746,0.0264,0.0165,0.0081,0.0373,0.0332,-0.0176,0.0074,0.014,0.0145,0.0435,0.0121,0.037,0.0149,0.0315,0.0277
1996,6,-0.077803,-0.056315,-0.051814,-0.025761,-0.029208,-0.06902,-0.03714,-0.024716,-0.00811,-0.056735,-0.073522,-0.029481,-0.012196,-0.004725,0.002028,-0.042749,-0.017282,-0.015538,0.004575,0.022748,0.014345,-0.010005,0.001523,-0.007181,0.005331,-0.056191,-0.027623,-0.033031,-0.057995,-0.053062,-0.062773,-0.01937,-0.002817,-0.04284,-0.048424,-0.006991,0.004922,-0.021269,-0.036723,-0.064594,-0.009479,0.000853,0.000713,-0.015449,-0.044614,0.015555,0.009813,0.008762,-0.005634,-0.002219,-0.069407,-0.039978,-0.024279,-0.021153,-0.030615,-0.063586,-0.036607,-0.032238,-0.026513,-0.031234,-0.081412,-0.034593,-0.016918,-0.030276,-0.026609,-0.027727,-0.018951,-0.022494,-0.018743,-0.011033,-0.009403,0.011849,-0.003453,-0.004023,0.012149,-0.0679,-0.0319,-0.0268,-0.0313,-0.0586,-0.0324,-0.0224,-0.0294,-0.0298,-0.047,-0.0513,-0.0145,-0.0081,-0.0064,-0.0511,-0.052,0.001,-0.0212,-0.0054,-0.0463,-0.0293,0.0016,-0.0048,0.0203,-0.0117
1996,7,-0.151725,-0.094416,-0.086923,-0.042533,-0.055431,-0.153228,-0.098341,-0.078751,-0.057478,-0.053108,-0.115305,-0.07564,-0.060967,-0.049141,-0.062972,-0.089568,-0.054683,-0.049604,-0.042934,-0.047668,-0.049638,-0.047987,-0.029277,-0.032727,-0.046259,-0.1039,-0.060163,-0.043383,-0.062591,-0.120488,-0.083821,-0.065403,-0.071427,-0.085603,-0.135058,-0.081256,-0.047275,-0.046212,-0.065435,-0.116534,-0.06181,-0.05521,-0.047052,-0.050694,-0.085998,-0.038336,-0.039258,-0.045115,-0.046541,-0.053086,-0.113313,-0.064127,-0.057665,-0.072222,-0.076649,-0.130399,-0.086136,-0.078363,-0.081431,-0.09065,-0.123737,-0.068818,-0.081507,-0.047601,-0.099797,-0.069019,-0.076736,-0.048128,-0.057195,-0.074037,-0.078862,-0.058654,-0.050809,-0.044309,-0.035154,-0.0891,-0.0472,-0.0567,-0.0557,-0.1139,-0.0942,-0.0756,-0.0819,-0.0768,-0.122,-0.082,-0.0553,-0.0682,-0.0681,-0.1033,-0.0944,-0.0516,-0.04,-0.0689,-0.0655,-0.0855,-0.0431,-0.0449,-0.0329,-0.0542
1996,8,0.046892,0.049982,0.038059,0.039508,0.038881,0.081174,0.058452,0.040948,0.048991,0.047146,0.080141,0.057821,0.065133,0.062165,0.044975,0.058072,0.052465,0.058873,0.050641,0.041404,0.012364,0.028946,0.041382,0.020799,0.031252,0.026349,0.039514,0.040073,0.048043,0.049101,0.059066,0.054227,0.041734,0.061399,0.065746,0.056642,0.04604,0.058084,0.059277,0.081166,0.042615,0.041331,0.03997,0.063873,0.06773,0.017875,0.000858,0.028641,0.02809,0.029585,0.041676,0.041103,0.051815,0.036721,0.045549,0.058963,0.06154,0.059107,0.052976,0.074514,0.082738,0.05785,0.07,0.062404,0.056703,0.056745,0.059323,0.053816,0.051949,0.049071,0.028145,0.024112,0.020176,0.033682,0.011696,0.0329,0.0372,0.0274,0.0453,0.0573,0.041,0.0571,0.0503,0.056,0.08,0.0582,0.0619,0.0478,0.0523,0.0793,0.0665,0.0427,0.0552,0.0475,0.0501,0.0316,0.0332,0.0296,0.0187,0.0149
1996,9,0.022687,0.039879,0.017857,0.036286,0.026455,0.059607,0.030577,0.021693,0.038716,0.038764,0.078865,0.041836,0.033043,0.032574,0.016486,0.055737,0.053805,0.023871,0.042854,0.035201,0.072318,0.044361,0.036199,0.033556,0.050215,0.012988,0.020239,0.034474,0.036702,0.02967,0.046795,0.032665,0.042063,0.027529,0.046245,0.043593,0.020098,0.032072,0.043825,0.071784,0.021798,0.03725,0.054892,0.05166,0.044919,0.045275,0.037296,0.041178,0.066581,0.092305,0.021424,0.024978,0.036783,0.042849,0.038566,0.041817,0.036241,0.05145,0.034771,0.036386,0.057712,0.041223,0.03918,0.048831,0.060944,0.029026,0.028445,0.061203,0.045508,0.048729,0.033573,0.050129,0.040859,0.063506,0.064675,0.0093,0.0212,0.02,0.0348,0.0379,0.0344,0.0295,0.046,0.0377,0.0618,0.0266,0.0323,0.0343,0.0301,0.0735,0.0495,0.0545,0.0439,0.0336,0.0635,0.0485,0.0445,0.0378,0.0584,0.0746
1996,10,-0.056363,-0.024517,-0.01192,0.008913,0.009371,-0.05299,-0.016341,0.000717,0.023533,0.008354,-0.067919,-0.025304,0.003056,0.009422,0.017046,-0.03942,0.005936,0.023208,0.02827,0.034878,0.016406,0.011437,0.057523,0.054498,0.049678,-0.028324,-0.00087,0.007893,-0.001265,-0.038803,0.004659,0.002815,-0.000989,-0.002732,-0.044791,-0.001974,0.010888,-0.00952,-0.0173,-0.05201,0.023031,0.018233,0.01409,0.000092,-0.023559,0.02721,0.040145,0.029162,0.015661,0.01045,-0.038232,0.004213,0.012176,0.000449,-0.014171,-0.028418,-0.015369,-0.012313,-0.00622,0.010329,-0.040583,-0.025522,-0.009362,-0.008762,-0.055699,-0.009268,0.006631,-0.003505,0.009847,-0.011938,-0.007229,0.062385,0.036372,0.025687,0.018559,-0.0516,-0.0037,-0.0043,0.0104,-0.0142,-0.0341,-0.0088,-0.0022,-0.0099,-0.0176,-0.045,0.0006,0.0129,-0.007,-0.0417,-0.0393,0.0033,0.0174,-0.0009,0.0053,-0.0701,0.0214,0.0351,0.0378,0.0283
1996,11,-0.007471,0.017424,0.032268,0.043608,0.043173,0.01056,0.039218,0.044304,0.046052,0.03566,0.016326,0.05966,0.061409,0.070454,0.041839,0.053592,0.054041,0.056589,0.06738,0.081819,0.07507,0.072082,0.082867,0.08563,0.068,0.018319,0.028978,0.039159,0.027466,0.019784,0.023972,0.040496,0.052835,0.034668,0.021283,0.033251,0.043512,0.060077,0.045492,0.047996,0.059088,0.053131,0.053653,0.057524,0.066678,0.073732,0.062633,0.075659,0.069734,0.098736,0.013089,0.037468,0.0409,0.026586,0.021301,0.013705,0.039863,0.043221,0.048455,0.018665,0.010638,0.041651,0.050322,0.060211,0.057509,0.041425,0.048408,0.062193,0.069709,0.063873,0.070734,0.052911,0.055097,0.083574,0.082416,0.0243,0.0305,0.024,0.0343,0.0187,0.0635,0.0307,0.0419,0.0282,0.0146,0.0795,0.031,0.0564,0.0657,0.0144,0.1073,0.0456,0.0648,0.0589,0.0368,0.1301,0.0703,0.0661,0.0829,0.0629
1996,12,-0.007729,0.007914,0.024797,0.025751,0.016601,0.015588,0.020997,0.032743,0.032888,0.021822,-0.005354,0.007326,0.016789,0.009278,0.019676,-0.022089,0.004633,-0.004881,0.001154,0.017111,-0.020244,-0.005517,-0.027621,-0.024485,-0.013675,-0.004589,0.016996,0.021833,0.019013,0.010198,0.043986,0.0299,0.03222,0.025932,0.009954,0.032687,0.01352,0.014217,0.012837,-0.010759,0.014014,0.007308,0.006152,-0.005546,-0.019524,-0.017403,0.00365,-0.013178,-0.044372,-0.020033,-0.005679,0.031587,0.023646,0.02381,0.024768,0.014368,0.023093,0.028418,0.035354,0.020916,-0.000999,0.007276,0.002847,0.005747,0.013523,-0.009525,-0.014252,-0.007932,0.004155,-0.003706,-0.007135,-0.015636,-0.008347,-0.027238,-0.019582,-0.0332,0.0226,0.0246,0.0269,0.0303,-0.0012,0.0343,0.0389,0.0403,0.0268,0.0044,0.0199,0.0216,0.0173,0.023,-0.0162,-0.0091,-0.0006,0.0089,-0.0079,0.0123,-0.002,-0.0116,-0.0317,-0.025
1997,1,0.062484,0.048916,0.065829,0.050104,0.041297,0.041216,0.027761,0.019323,0.009215,0.018582,0.003734,0.039895,0.00642,0.031075,0.049132,0.022876,0.032897,0.042293,0.018003,0.051072,0.077813,0.050184,0.051355,0.053079,0.038812,0.073672,0.036854,0.038648,0.042273,0.059253,0.037447,0.02787,0.021368,0.021357,0.023867,0.011646,0.026941,0.021134,0.017058,0.025001,0.035631,0.015265,0.021476,0.035255,0.036199,0.061379,0.054444,0.059473,0.061138,0.083764,0.061564,0.04354,0.039723,0.051994,0.055752,0.01988,0.042379,0.020707,0.00936,0.046207,0.033435,0.021663,0.004121,0.03503,0.016423,0.023769,0.034137,0.03428,0.045915,-0.003731,0.029733,0.054644,0.043717,0.072019,0.073649,0.0678,0.0656,0.0485,0.0409,0.0493,0.0337,0.0105,0.0218,0.0156,0.025,0.0452,0.0379,0.0157,0.0102,0.0162,0.0111,0.0215,0.033,0.0343,0.0445,0.0091,0.0416,0.0384,0.0756,0.0902
1997,2,-0.060409,-0.051212,-0.021785,0.006146,0.007018,-0.093657,-0.027098,-0.007458,0.008884,0.025688,-0.062449,-0.018878,0.004254,0.015211,0.019711,-0.038247,0.015514,0.004293,0.024493,0.035706,0.008384,-0.01714,0.001783,0.027306,0.051867,-0.018004,-0.003846,-0.000823,-0.005215,-0.04688,-0.00004,0.004865,-0.017688,-0.019489,-0.06857,0.003408,-0.008528,0.004356,0.002354,-0.058839,-0.00532,0.003786,0.047461,0.009436,-0.029435,0.00446,0.008904,0.027411,0.01538,-0.028794,-0.029864,-0.013278,-0.004804,-0.01113,-0.034066,-0.05313,-0.017751,-0.016629,-0.024017,-0.032065,-0.036132,-0.010864,-0.003287,-0.021832,-0.026144,-0.00266,0.005719,0.008362,-0.003768,-0.005672,0.005423,-0.006473,-0.0013,0.006628,0.008508,-0.0404,-0.0006,0.0087,0.0014,-0.0249,-0.034,0.0015,0.0008,-0.0048,-0.0684,-0.0207,-0.0036,-0.0012,0.0155,-0.0576,0.0049,0.0061,0.0089,0.0036,-0.0521,0,0.0156,0.0121,0.0199,-0.0396
1997,3,-0.09747,-0.060641,-0.041852,-0.024877,-0.019596,-0.094391,-0.058043,-0.028636,-0.026769,-0.012858,-0.080661,-0.036196,-0.033884,-0.026607,-0.021355,-0.07376,-0.039023,-0.032187,-0.044796,-0.038891,-0.054844,-0.007976,-0.039859,-0.057813,-0.055362,-0.052286,-0.029358,-0.02259,-0.029915,-0.072076,-0.058293,-0.021569,-0.038174,-0.035729,-0.072533,-0.03675,-0.014481,-0.023838,-0.041256,-0.076209,-0.036284,-0.02639,-0.039706,-0.052108,-0.073301,-0.046222,-0.022226,-0.057366,-0.041829,-0.050071,-0.064235,-0.039819,-0.026747,-0.031403,-0.02755,-0.078536,-0.042964,-0.040636,-0.034982,-0.047894,-0.069163,-0.028188,-0.037983,-0.051677,-0.045154,-0.077231,-0.058971,-0.043748,-0.044896,-0.04066,-0.034576,-0.033371,-0.015012,-0.040894,-0.057686,-0.0776,-0.0376,-0.0295,-0.0339,-0.0485,-0.0846,-0.0344,-0.0435,-0.0339,-0.049,-0.0647,-0.0318,-0.0428,-0.0478,-0.0576,-0.0438,-0.0485,-0.0387,-0.0497,-0.0295,-0.0449,-0.0481,-0.0231,-0.0413,-0.061
1997,4,-0.054486,-0.039991,-0.03066,-0.014423,-0.025136,-0.041138,-0.003533,-0.001142,0.020663,0.002467,-0.015976,0.025154,0.038653,0.034041,0.00955,0.021332,0.02596,0.02142,0.030868,0.019784,0.079655,0.024344,0.062121,0.049179,0.01437,-0.038194,-0.027326,-0.020637,-0.03582,-0.037082,-0.019204,-0.001933,0.005462,0.010238,-0.024306,0.002726,0.024301,0.031512,0.02858,0.00319,0.030078,0.011333,0.02113,0.019982,0.036633,0.054157,0.025164,0.063367,0.080092,0.07035,-0.046533,-0.024731,-0.02261,-0.015424,-0.026818,-0.037902,0.00762,0.009514,0.013783,-0.016457,0.010916,0.0163,0.014808,0.033962,-0.0001,-0.012613,0.00142,0.030216,0.036507,0.033365,0.020828,0.037995,0.037756,0.068151,0.070029,-0.0572,-0.0401,-0.0189,-0.0209,-0.0224,-0.0287,-0.0234,0.0169,-0.0078,-0.0058,-0.0008,0.024,0.0082,-0.0018,0.0165,-0.0241,0.0089,0.0281,0.027,0.0351,0.04,0.0102,0.0304,0.078,0.0935
1997,5,0.128048,0.110959,0.110049,0.086993,0.080464,0.173914,0.148886,0.098181,0.090805,0.085948,0.151402,0.109186,0.078003,0.071533,0.076073,0.095751,0.077472,0.053301,0.073108,0.073048,0.061506,0.071425,0.059655,0.044832,0.066291,0.095412,0.081911,0.085884,0.090801,0.123863,0.115636,0.09474,0.091445,0.113108,0.162359,0.088806,0.077082,0.088316,0.100569,0.136348,0.085307,0.059477,0.068286,0.066194,0.104054,0.049867,0.059135,0.061657,0.054727,0.079778,0.099246,0.103403,0.090549,0.095455,0.104547,0.143882,0.103134,0.111391,0.129412,0.130651,0.134455,0.114044,0.095462,0.082562,0.10463,0.071704,0.08602,0.06421,0.07758,0.097219,0.084784,0.064254,0.061292,0.059727,0.06033,0.1307,0.0871,0.0839,0.0975,0.0834,0.2069,0.1417,0.0883,0.117,0.1367,0.1734,0.0995,0.0831,0.0922,0.1,0.1083,0.0735,0.065,0.0596,0.0791,0.1368,0.0778,0.0602,0.0626,0.049
1997,6,0.040442,0.047249,0.057506,0.07199,0.073105,0.023055,0.056856,0.063623,0.055916,0.06902,0.042837,0.036041,0.051689,0.052204,0.0526,0.020854,0.039928,0.04924,0.028259,0.046023,0.046645,0.025757,0.050672,0.044848,0.040479,0.054534,0.061259,0.071816,0.065605,0.054031,0.025884,0.065476,0.070124,0.050751,0.045649,0.0305,0.048384,0.039511,0.054268,0.042781,0.034868,0.040208,0.032269,0.031377,0.029144,0.048442,0.040282,0.051172,0.050921,0.024876,0.051971,0.061702,0.082571,0.07135,0.049056,0.035364,0.0546,0.052977,0.060657,0.075688,0.052185,0.045879,0.038529,0.049701,0.044064,0.050558,0.040506,0.021983,0.041961,0.034251,0.029312,0.050737,0.033542,0.057499,0.037285,0.0106,0.059,0.0724,0.0813,0.082,0.0495,0.062,0.0644,0.0649,0.0922,0.0502,0.0393,0.0343,0.0547,0.061,0.0309,0.0325,0.0268,0.0434,0.0437,-0.0238,0.0489,0.0332,0.0383,0.053
1997,7,0.035709,0.051559,0.064587,0.061654,0.057317,0.054681,0.050987,0.040185,0.049166,0.05357,0.046157,0.076921,0.067277,0.054556,0.060378,0.069697,0.06612,0.067143,0.077558,0.056214,0.074434,0.090781,0.108506,0.064053,0.081751,0.049002,0.063017,0.06019,0.063269,0.048299,0.040089,0.066614,0.04405,0.055001,0.048703,0.054036,0.049655,0.045659,0.064342,0.071143,0.072282,0.066723,0.068574,0.053018,0.08056,0.062847,0.067739,0.05538,0.094424,0.139631,0.042732,0.065238,0.072568,0.056022,0.062283,0.045853,0.050216,0.049525,0.068022,0.04152,0.063839,0.060359,0.059285,0.068875,0.047345,0.07807,0.058827,0.073758,0.076856,0.050855,0.070709,0.091819,0.095849,0.08957,0.07418,0.0451,0.0573,0.0573,0.0542,0.0791,0.039,0.049,0.0369,0.0404,0.0853,0.0214,0.0551,0.0564,0.0748,0.0809,0.0429,0.056,0.0632,0.0695,0.1115,0.0546,0.0756,0.0714,0.0633,0.1113
1997,8,0.056613,0.048246,0.036774,0.034817,0.043383,0.035726,0.028531,0.038807,0.019469,0.03745,0.022424,0.026941,0.015488,0.002331,0.011739,0.003602,-0.001503,0.00859,-0.010052,0.003966,-0.071401,-0.034474,-0.05054,-0.045025,-0.05816,0.056361,0.047394,0.037447,0.036506,0.046224,0.024079,0.034223,0.028923,0.03473,0.028173,0.046931,0.011218,0.003236,0.016567,0.019179,0.008026,-0.009839,-0.00552,0.00644,0.001888,-0.052983,-0.051046,-0.062703,-0.067604,-0.043945,0.049018,0.042636,0.040311,0.037377,0.042767,0.029382,0.031552,0.024266,0.039475,0.036972,0.025443,0.015145,0.003512,0.028123,0.016236,0.017926,-0.006551,0.003251,-0.003668,0.003891,-0.046676,-0.050317,-0.041201,-0.063546,-0.058383,0.0441,0.034,0.0304,0.053,0.051,0.0345,0.0438,0.0154,0.0298,0.0403,0.0272,0.0135,0.0183,0.0055,0.0207,0.0267,-0.008,-0.0118,-0.014,0.0142,-0.0142,-0.0365,-0.041,-0.0671,-0.066
1997,9,0.103607,0.098892,0.09705,0.076201,0.090958,0.074456,0.080944,0.070314,0.077617,0.078545,0.068338,0.067806,0.075629,0.067957,0.070544,0.051684,0.05327,0.05676,0.059407,0.04049,0.04886,0.053918,0.065654,0.061925,0.073495,0.103506,0.081171,0.082546,0.09189,0.101551,0.063509,0.044709,0.084377,0.084698,0.088929,0.057071,0.05281,0.076055,0.062248,0.077827,0.044593,0.05088,0.052652,0.048509,0.062744,0.059137,0.056813,0.048783,0.065325,0.045433,0.095763,0.091736,0.080701,0.09422,0.096329,0.083375,0.077139,0.084377,0.062258,0.067769,0.076384,0.077646,0.075144,0.049085,0.063114,0.064591,0.056628,0.03593,0.062657,0.050717,0.076238,0.070427,0.053647,0.066236,0.041571,0.0906,0.0888,0.0964,0.09,0.1031,0.0805,0.0717,0.0776,0.0882,0.1028,0.0561,0.0626,0.0718,0.0759,0.0932,0.0249,0.0459,0.0429,0.0617,0.0823,0.0595,0.0424,0.0595,0.0457,0.0606
1997,10,-0.055875,-0.037176,-0.042672,-0.006186,-0.011804,-0.061102,-0.04888,-0.045669,-0.03062,-0.028484,-0.062849,-0.032884,-0.03978,-0.025704,-0.034643,-0.066515,-0.060468,-0.028129,-0.043789,-0.046911,-0.026622,-0.039439,-0.034974,-0.009986,-0.02932,-0.024672,-0.013978,-0.011835,-0.027167,-0.040502,-0.027825,-0.029071,-0.006048,-0.065885,-0.054797,-0.046431,-0.034513,-0.016204,-0.042091,-0.062209,-0.04375,-0.036329,-0.040951,-0.046424,-0.076637,-0.025103,-0.036238,-0.021445,-0.024014,-0.039777,-0.039375,-0.013875,-0.018286,-0.019739,-0.035054,-0.056209,-0.057313,-0.035039,-0.031087,-0.027931,-0.059914,-0.041985,-0.031091,-0.034003,-0.052074,-0.056335,-0.0534,-0.042355,-0.044927,-0.059845,-0.035877,-0.029134,-0.034834,-0.035276,-0.0235,-0.0468,-0.0193,-0.0129,-0.0014,-0.0229,-0.0583,-0.0205,-0.0235,-0.0125,-0.052,-0.0336,-0.054,-0.0439,-0.0257,-0.0806,-0.0541,-0.0446,-0.0441,-0.0385,-0.0404,-0.0596,-0.012,-0.0242,-0.0291,-0.0454
