year,month,MKTRF,SMB,HML,RMW,CMA,UMD,HMLM,REG,IA,ROE,ME,PEAD,FIN,STR,ILR,EPRD
1984,12,0.0184,-0.0065,-0.0026,0.0131,-0.0136,0.0149,-0.005364369,0.011563,-0.007952,0.025304,-0.00437,0.004195443,-0.010233135,0.008,-0.016725,0.012964
1985,1,0.0799,0.0351,-0.0535,-0.0089,-0.0341,-0.0682,-0.025653322,-0.017202,-0.035197,0.009805,0.034587,-0.013517452,-0.0623229,0.0232,-0.02398,-0.005504
1985,2,0.0122,0.0104,-0.001,0.0129,0.0106,0.0188,-0.005833133,0.021784,0.010872,0.014508,0.007533,0.002239321,0.017207224,0.025,-0.019931,-0.026689
1985,3,-0.0084,-0.0139,0.0407,0.0123,0.0288,0.0158,0.031596567,0.02142,0.032773,0.009209,-0.019802,-0.003640092,0.060250843,-0.0137,0.020695,-0.030189
1985,4,-0.0096,-0.001,0.0372,0.0155,0.0071,0.0304,0.022263726,0.018619,0.014232,0.001512,-0.00701,0.008273949,0.039356537,-0.0246,0.03644,-0.016473
1985,5,0.0509,-0.0231,-0.0096,0.0133,-0.0149,0.0399,-0.013708247,0.015343,-0.011269,0.032405,-0.016963,0.001345002,0.005170607,-0.0054,0.020247,-0.021737
1985,6,0.0127,0.0035,0.0038,0.0176,-0.0077,0.0357,-0.009909048,0.017054,-0.001719,0.028203,-0.005336,0.013541767,0.009092364,-0.0067,0.02839,0.013154
1985,7,-0.0074,0.0287,-0.0162,-0.0042,-0.0038,-0.0391,-0.005880444,0.013672,-0.00718,-0.017551,0.023597,-0.004134898,-0.005005716,0.0362,-0.08286,-0.004089
1985,8,-0.0102,-0.0029,0.0232,-0.001,0.0183,0.0185,0.017656363,0.010229,0.020278,0.004445,-0.001466,0.002029009,0.026981811,0.0177,-0.025481,-0.008478
1985,9,-0.0454,-0.018,0.0129,0.0114,0.0164,0.0151,0.007385396,0.017368,0.019335,0.011424,-0.018332,0.013818714,0.057119062,-0.0185,0.052129,-0.007836
1985,10,0.0402,-0.015,0.0075,0.0089,-0.0106,0.0488,-0.003853446,0.028835,0.002661,0.0221,-0.002573,0.005126262,0.018029638,0.0066,0.071666,0.048297
1985,11,0.0648,0.0002,-0.0285,0.0033,-0.0232,-0.0047,-0.023367799,-0.009011,-0.01682,0.017623,-0.002249,-0.014760554,-0.015019963,0.0241,-0.02229,-0.017589
1985,12,0.0388,-0.0041,-0.0154,0.0099,-0.018,-0.0023,-0.011278325,-0.009985,-0.014596,0.016959,0.002499,0.005778335,-0.006432082,-0.0034,0.018123,-0.000164
1986,1,0.0065,0.0101,0.0044,-0.02,-0.0203,0.03,-0.006387411,0.017846,-0.00724,0.016676,0.011173,0.015093968,-0.029669379,0.0084,0.012308,-0.029737
1986,2,0.0713,-0.0071,-0.0072,0.0106,-0.012,0.0276,-0.022152844,0.007408,-0.013847,0.022307,-0.004266,0.022493667,0.001503969,-0.0169,0.057704,0.016544
1986,3,0.0488,-0.0066,-0.0039,0.0121,0.0092,0.0241,-0.006542036,0.016661,0.012226,0.020063,0.005853,0.002491081,0.008673688,-0.0007,0.021345,-0.038612
1986,4,-0.0131,0.0284,-0.0287,0.0291,0.0003,-0.0037,-0.029710314,-0.000194,-0.015692,0.00628,0.010642,0.009418341,0.013521234,0.0282,-0.012574,0.036622
1986,5,0.0462,-0.0129,-0.0021,0.0213,0.0108,0.0205,-0.003206624,0.009855,0.013302,0.033736,-0.011843,0.009228707,0.030105003,0.0105,-0.003101,0.051107
1986,6,0.0103,-0.0089,0.0128,0.018,0.0087,0.0507,-0.011754138,0.008718,0.017528,0.052824,-0.002493,0.025900892,0.031566206,-0.0248,0.026072,-0.059947
1986,7,-0.0645,-0.0346,0.047,-0.0054,0.0084,0.0183,0.033622813,0.028576,0.014526,0.031619,-0.026442,0.008107604,0.024217687,-0.0286,-0.006098,0.037582
1986,8,0.0607,-0.0435,0.0351,-0.0166,0.0321,-0.0528,0.058376357,0.016651,0.030245,-0.027297,-0.044253,-0.001005973,0.012122246,0.0114,0.036651,0.040737
1986,9,-0.086,0.0205,0.0322,-0.0008,0.0371,-0.0579,0.05158061,-0.003259,0.032313,-0.039524,0.006344,-0.015496597,0.014203015,-0.0031,0.063203,0.089457
1986,10,0.0466,-0.0233,-0.0142,-0.0005,0.01,0.0446,-0.014412806,0.006009,0.005689,0.014996,-0.017298,0.046249276,-0.007208293,0.0358,-0.092079,-0.031124
1986,11,0.0117,-0.0188,-0.0007,0.0109,0.0067,-0.0026,0.003334255,0.037063,0.004243,0.011473,-0.019743,0.007585032,0.030115717,0.0071,0.002599,0.009332
1986,12,-0.0327,0.0012,0.0036,0.0079,0.0009,0.0035,-0.000257441,0.016472,0.010661,0.018831,0.008393,0.009053302,0.015117653,0.0061,0.007024,-0.046757
1987,1,0.1247,-0.0154,-0.0316,0.0017,-0.01,0.022,-0.022308799,0.029428,-0.012538,0.009991,-0.0123,0.042256681,0.002527389,0.0031,0.021303,-0.053847
1987,2,0.0439,0.034,-0.0591,-0.0076,-0.0266,-0.0207,-0.050713936,-0.005604,-0.019012,0.02101,0.033735,-0.002319413,-0.02438246,-0.0111,-0.010224,-0.052719
1987,3,0.0164,0.0028,0.0161,0.0136,0.0414,0.0168,0.017778098,0.013151,0.042147,-0.01121,-0.006612,-0.01067377,0.041810038,0.0181,0.051829,-0.044738
1987,4,-0.0211,-0.0154,-0.0039,-0.0049,0.0105,0.0022,0.005743356,0.006453,0.003763,-0.013785,-0.024905,0.013853146,0.012165976,-0.019,0.053883,-0.072125
1987,5,0.0011,-0.0056,0.0023,0.0051,0.0114,-0.0074,0.014837182,-0.002235,-0.001171,-0.023334,-0.012308,0.003384708,0.000725927,-0.003,-0.014981,7.00E-06
1987,6,0.0394,-0.0221,0.0104,0.017,0.0084,-0.0025,0.011253223,-0.002278,0.014229,0.014697,-0.015507,-0.008062869,0.031715579,0.0001,-0.033088,0.0315
1987,7,0.0385,-0.0114,0.0068,-0.0061,0.0161,0.0272,-0.00558887,-0.006309,0.001261,-0.018073,-0.020675,-0.002750697,0.016954129,-0.0022,-0.009913,-0.065743
1987,8,0.0352,-0.0094,-0.0093,0.0204,-0.0161,-0.0086,-0.005481284,0.025282,-0.002372,0.037936,-0.001931,-0.003562899,-0.022451226,0.0245,-0.070802,0.02407
1987,9,-0.0259,0.0038,0.0027,-0.0097,0.0187,0.0077,-0.001449372,0.018374,0.019149,0.005872,0.006209,0.024850443,0.006031731,-0.004,-0.016349,-0.005994
1987,10,-0.2324,-0.0807,0.0424,0.0204,0.0234,-0.0786,0.08482116,0.026169,0.033551,0.003344,-0.074686,-0.006204529,0.04719759,-0.0013,-0.024361,0.052776
1987,11,-0.0777,0.0285,0.0295,-0.0188,0.0068,-0.0117,0.020712827,0.008926,0.005998,-0.006687,0.03275,-0.008110968,0.019224023,-0.0087,-0.007234,-0.026626
1987,12,0.0681,0.0006,-0.0443,0.0296,-0.0242,0.0587,-0.042756745,0.01674,-0.02426,0.038843,0.002421,-0.017985656,-0.029234709,0.058,-0.079537,0.008297
1988,1,0.0421,-0.0051,0.0501,-0.0114,0.0213,-0.0724,0.084218372,-0.017562,0.013194,-0.040669,-0.00751,0.033393553,0.035696833,0.0791,-0.052687,-0.026796
1988,2,0.0475,0.0332,-0.0171,0.0156,-0.0001,-0.0147,-0.010896032,-0.005616,-0.006254,0.010352,0.035117,-0.010073168,0.011014353,0.0436,-0.061785,-0.012164
1988,3,-0.0227,0.0625,0.0073,-0.0025,0.018,0.0058,-0.000251392,-0.02028,0.016772,-0.021555,0.05709,0.03154197,0.033271692,-0.0084,0.019977,0.003548
1988,4,0.0056,0.0116,0.0167,-0.002,0.0192,0.0224,0.004968182,0.009061,0.021312,0.00644,0.009169,0.006961927,0.0116104,0.0023,0.010989,-0.041404
1988,5,-0.0029,-0.0256,0.0242,-0.0074,0.0033,0.0063,0.022602824,0.013142,0.004677,-0.001678,-0.012091,0.002702961,0.017671235,0.0065,0.014412,-0.015196
1988,6,0.0479,0.0216,-0.0124,0.0147,-0.0337,-0.0293,-0.003228829,0.018257,-0.032454,0.022288,0.027761,0.007472463,-0.031154863,0.0187,-0.021529,-0.012516
1988,7,-0.0125,-0.0021,0.0222,-0.0058,0.0152,0.0066,0.020817301,0.000197,0.011077,-0.01134,0.002177,0.010597127,0.021491103,0.0336,-0.027452,0.006899
1988,8,-0.0331,-0.0003,0.0215,-0.0082,0.0176,0.0035,0.016331178,-0.001886,0.016686,-0.021518,0.0003,0.02073775,0.024598646,-0.0193,0.0526,0.031282
1988,9,0.033,-0.0136,-0.0075,0.0176,-0.0061,0.0027,-0.008120437,0.00819,-0.0042,0.021771,-0.014556,-0.000576666,0.017044739,-0.0012,0.029707,0.037534
1988,10,0.0115,-0.0295,0.0205,0.013,0.0103,0.0133,0.015735624,0.006653,0.005013,0.00056,-0.028125,0.010017343,0.0469413,-0.01,0.001037,-0.035873
1988,11,-0.0229,-0.0165,0.0141,-0.0028,0.0162,0.0033,0.009445612,0.003746,0.013928,-0.004884,-0.01928,0.010714018,0.024063715,-0.0067,0.015935,-0.023217
1988,12,0.0149,0.0201,-0.0169,0.0069,-0.0038,0.0049,-0.013083657,0.005134,0.004539,0.007818,0.024204,-0.012289022,-0.011189587,0.0229,-0.001139,0.015063
1989,1,0.061,-0.0231,0.006,-0.0095,0.0014,-0.0016,0.007375357,0.015548,0.000107,-0.003507,-0.02204,0.001600131,-0.01902612,0.0097,0.004364,-0.0095
1989,2,-0.0225,0.0271,0.0101,-0.0087,0.0181,0.0099,0.007717,-0.001586,0.015631,-0.004588,0.029516,-0.002511639,-0.000724852,0.0107,-0.00576,0.009469
1989,3,0.0157,0.0068,0.0058,0.0005,0.0072,0.0351,-0.006732229,0.007382,0.012637,-0.00142,0.013323,0.013654698,0.002799717,-0.0089,0.029473,0.025157
1989,4,0.0433,-0.0078,-0.0142,0.0071,-0.0057,0.0177,-0.021756729,-0.002715,-0.002841,0.011641,-0.009415,0.014698,0.005019763,-0.0065,0.032885,0.019005
1989,5,0.0335,-0.0001,-0.0088,0.0049,-0.0008,0.0152,-0.018209906,0.00366,0.001016,0.011975,0.000394,0.019759246,-0.00283824,-0.0274,0.03327,0.02998
1989,6,-0.0135,-0.0109,0.0225,0.0027,0.0156,0.0043,0.03139966,-0.009466,0.01593,-0.001521,-0.007322,-0.006743214,0.042904165,0.023,-0.002287,-0.002304
1989,7,0.072,-0.0415,-0.0279,0.0198,-0.0058,0.0541,-0.033203511,0.024612,-0.004503,0.049063,-0.03464,0.033459668,0.024200742,0.0143,0.016847,0.038246
1989,8,0.0144,0.0048,0.006,0.0039,-0.0058,-0.0012,0.005142042,0.001478,-0.004255,0.016506,0.00484,0.002652239,0.010852943,0.0185,-0.065487,-0.03822
1989,9,-0.0076,0.0049,-0.0127,0.014,0.005,0.034,-0.021001908,0.019118,0.011982,0.016439,0.007698,0.000538476,0.00745875,0.0117,-0.031466,0.002485
1989,10,-0.0367,-0.033,-0.0111,0.0011,-0.0004,0.0132,-0.016617501,0.02335,0.012994,0.014077,-0.033543,-6.65E-06,0.018373827,-0.0432,0.0393,0.043133
1989,11,0.0103,-0.0129,-0.0109,-0.0086,0.0141,0.026,-0.017825662,-0.006582,0.016323,0.002405,-0.013397,0.007224384,0.011472259,-0.0175,0.051944,0.014942
1989,12,0.0116,-0.0227,0.0016,-0.0007,0.0142,0.028,-0.00479436,0.024137,0.015752,0.010677,-0.019468,0.014047155,0.005407792,-0.0256,-0.004765,-0.011222
1990,1,-0.0785,-0.0131,0.0085,-0.0117,0.0135,-0.0327,0.016489255,-0.002262,0.00925,0.000355,-0.012188,0.001513746,0.008099964,0.0102,-0.00067,-0.000423
1990,2,0.0111,0.0117,0.0064,-0.0003,-0.0066,-0.0055,-0.008891584,0.000956,-0.010948,-0.003925,0.011796,0.014928091,-0.015697885,0.0049,0.038835,-0.055454
1990,3,0.0183,0.0162,-0.0292,0.0204,-0.0102,0.018,-0.032441943,0.016703,-0.003645,0.022864,0.012208,0.009460344,-0.003882093,0.0017,0.005157,0.013476
1990,4,-0.0336,-0.0033,-0.0259,0.0178,-0.0098,0.0239,-0.035854408,0.006246,-0.007918,0.019801,-0.004983,0.009515987,-0.006811449,-0.0182,0.043396,0.056804
1990,5,0.0842,-0.0235,-0.0383,0.0157,-0.0168,0.0303,-0.043486836,0.026144,-0.008618,0.037369,-0.016377,0.017499753,-0.032648527,-0.0035,-0.013869,0.043629
1990,6,-0.0109,0.0135,-0.0193,-0.0103,-0.0039,0.024,-0.019421233,-0.002721,0.002453,0.022253,0.01845,0.012577156,-0.008169473,-0.0022,0.025403,0.075129
1990,7,-0.019,-0.0316,-0.0003,-0.0018,0.0321,0.061,-0.003130435,-0.000068,0.040112,0.025571,-0.024684,0.012409044,0.039225417,-0.0068,-0.030267,-0.003326
1990,8,-0.1015,-0.0387,0.0164,-0.0035,0.0296,0.0188,0.011076417,0.012731,0.037203,-0.009983,-0.04526,0.022103094,0.031587583,-0.0365,0.066282,-0.008589
1990,9,-0.0612,-0.0374,0.0064,0.0006,0.0367,0.0578,-0.016414835,0.027381,0.026212,-0.004552,-0.034191,0.041562606,0.029018909,-0.0598,0.082666,-0.016848
1990,10,-0.0192,-0.0512,0.001,0.0297,-0.003,0.0671,-0.034110748,0.030536,0.002605,0.02077,-0.050423,0.028150924,0.019156544,-0.0268,0.008799,-0.031998
1990,11,0.0635,0.0007,-0.031,0.0065,-0.0474,-0.0548,-0.002158865,-0.008312,-0.039833,0.015215,0.004489,0.011214104,-0.03070228,0.0585,0.011537,-0.082466
1990,12,0.0246,0.0067,-0.017,0.0273,-0.0189,0.0029,-0.015567933,0.014665,-0.019466,0.038535,0.013158,-0.006342369,0.019688784,-0.0301,-0.015728,0.042586
1991,1,0.0469,0.0391,-0.016,0.0128,-0.0399,-0.0645,0.011330965,0.015865,-0.039503,0.001591,0.033624,0.049360756,-0.056351593,-0.0193,0.005479,0.006557
1991,2,0.0719,0.0394,-0.0058,-0.002,-0.0033,-0.0461,0.029900136,-0.006779,0.001463,-0.012402,0.036299,-0.012708591,-0.031300331,0.0193,0.014946,0.010637
1991,3,0.0265,0.0383,-0.0139,-0.0053,-0.0106,0.0287,-0.009966162,0.000366,-0.009285,0.016779,0.039312,0.026208696,-0.006658262,0.0052,-0.00579,0.05692
1991,4,-0.0028,0.0031,0.015,0.0062,0.0074,-0.0236,0.008546303,0.006157,0.004677,0.013981,-0.007093,0.007626096,0.012334104,0.0157,-0.018093,0.00888
1991,5,0.0365,0.0014,-0.0052,0.02,-0.0243,-0.0011,-0.006373738,-0.010619,-0.019526,-0.007118,-0.005648,0.007097294,-0.005282513,0.0008,-0.038621,-0.01343
1991,6,-0.0494,0.0024,0.0115,0.0179,0.0065,0.0047,0.014223644,0.004831,0.006135,0.013683,0.000591,0.001776399,0.041357882,0.0206,-0.029757,0.007832
1991,7,0.0424,-0.0096,-0.0132,0.016,-0.0136,0.0432,-0.023593738,0.003864,-0.006418,0.030468,-0.005405,0.009953112,-0.023060219,0.0213,-0.011978,-0.035434
1991,8,0.0232,0.014,-0.0078,0.0084,-0.0034,0.0157,-0.01733973,-0.002496,-0.000359,0.011586,0.012962,0.012396701,-0.026751753,-0.0292,0.049772,-0.048462
1991,9,-0.0159,0.0156,-0.0108,-0.0182,0.0008,0.0179,-0.004103058,0.002084,-0.008242,-0.003644,0.01812,0.001738319,0.00516474,-0.0076,0.027544,0.024312
1991,10,0.0129,0.0091,-0.0047,-0.017,-0.0023,0.0306,-0.00672113,0.032018,0.013518,-0.000451,0.00548,0.014272308,-0.012385902,-0.0118,0.012914,0.013515
1991,11,-0.0419,-0.0083,-0.0189,0.0111,0.0001,0.0114,-0.01228664,0.003457,0.003063,0.032845,-0.002929,0.022612406,0.001384388,-0.004,-0.003126,0.072878
1991,12,0.1084,-0.024,-0.0417,0.0355,-0.0312,0.0819,-0.071835977,-0.004648,-0.020278,0.067592,-0.014813,0.02728544,-0.03716561,0.0106,0.00045,-0.124933
1992,1,-0.0059,0.0918,0.0471,-0.0132,0.032,-0.0249,0.044832172,0.015419,0.015044,-0.040675,0.083447,-0.020399434,-0.047895048,0.0522,-0.001151,-0.050701
1992,2,0.0109,0.0133,0.0647,0.0008,0.0219,-0.0053,0.032843368,0.022092,0.022609,0.007464,0.014019,0.019505097,0.006033028,-0.029,0.047439,-0.033637
1992,3,-0.0266,-0.0093,0.0356,-0.0001,0.0195,-0.0029,0.029767867,0.020118,0.020114,0.010075,-0.011984,0.0051789,0.064057622,-0.0109,0.040762,-0.044178
1992,4,0.0107,-0.057,0.0434,0.0169,0.0223,-0.0258,0.053896633,0.020023,0.018032,-0.017011,-0.069392,-0.002785536,0.085422838,-0.0338,0.097397,-0.049928
1992,5,0.003,0.0021,0.0119,-0.0095,0.0048,0.0021,0.016685763,-0.007499,0.002946,-0.002076,-0.0026,0.014277995,0.000993597,-0.0016,0.004472,0.032305
1992,6,-0.0234,-0.0273,0.0324,-0.0005,0.0101,-0.0058,0.03011076,0.007786,0.006498,0.010499,-0.026362,0.01100436,0.043036691,0.0091,0.057545,-0.01512
1992,7,0.0377,-0.0062,-0.0056,0.013,-0.0091,0.0156,-0.006585799,-0.00024,0.003915,0.025486,-0.008431,0.007416393,0.003266856,0.0212,-0.031729,0.019456
1992,8,-0.0238,-0.0042,-0.011,0.0372,-0.0165,-0.0051,-0.009075567,-0.008624,-0.007708,0.015206,-0.003027,0.022496826,0.032448352,-0.0156,0.023991,0.049726
1992,9,0.0119,0.0048,-0.0026,0.0164,-0.0059,0.0149,-0.012060339,-0.008276,-0.003975,0.023975,0.006797,0.024696217,0.002841551,-0.0112,0.000263,-0.009819
1992,10,0.0102,0.0207,-0.0198,0.0124,-0.0079,0.0248,-0.034869418,0.0061,-0.003589,0.021272,0.015547,0.025494043,-0.023073243,-0.002,-0.027844,0.039688
1992,11,0.0413,0.0394,-0.0135,-0.0068,-0.0159,-0.0015,-0.024701551,-0.001423,-0.011712,0.009448,0.036882,0.01253132,-0.035704245,-0.0104,0.0608,0.016374
1992,12,0.0153,0.0168,0.0262,-0.0048,0.0084,0.0431,0.007278613,0.0104,0.014108,0.018297,0.02743,0.017349787,0.018728389,0.0123,0.002489,-0.044727
1993,1,0.0093,0.0193,0.0594,-0.0184,0.0291,0.0483,0.040367242,0.000495,0.029827,-0.014431,0.023197,0.001780319,0.011133693,-0.0045,0.000375,-0.060049
1993,2,0.0012,-0.0345,0.0642,-0.0042,0.0413,0.0314,0.072912879,0.021469,0.036569,-0.014786,-0.033152,0.007323574,0.088342427,-0.0149,0.017671,-0.050327
1993,3,0.023,0.0009,0.0118,-0.0015,0.009,0.0373,0.003785834,0.005639,0.009273,0.017906,-0.000141,0.024959171,0.004132367,-0.0095,0.040299,-0.011331
1993,4,-0.0305,-0.0085,0.0249,-0.0361,0.0138,0.0038,0.034555354,0.019917,0.01201,-0.030656,-0.011434,0.001619657,0.023391906,-0.0171,0.08013,-0.062328
1993,5,0.0289,0.019,-0.0342,-0.0012,-0.0104,0.0022,-0.023315838,-0.00273,-0.008479,-0.005601,0.018045,0.007508236,-0.063463521,0.0149,-0.003803,-0.004478
1993,6,0.0031,0.0013,0.0275,-0.0092,0.0121,0.0455,0.015154354,0.014634,0.018188,0.03004,0.015893,-0.002655203,-0.002917058,0.0224,0.003834,-0.055356
1993,7,-0.0034,0.0095,0.0285,-0.0187,0.0206,0.0316,0.027797372,0.008502,0.014591,-0.005623,0.013909,0.000426121,0.025326987,-0.0269,0.044975,-0.058788
1993,8,0.0371,0.001,0.0013,-0.0154,-0.0004,0.0265,-0.006907295,0.007642,-0.000614,0.004572,-0.00019,0.006263452,0.00039975,0.0128,-0.017338,0.021947
1993,9,-0.0012,0.0298,-0.0031,0.0024,-0.0016,0.0337,-0.007605038,0.013638,0.002696,0.009427,0.031054,0.026099013,-0.011292231,0.0069,-0.0097,0.036224
1993,10,0.0141,0.0189,-0.0276,0.0057,0.006,-0.0272,-0.000152437,-0.014198,-0.005641,-0.014093,0.004216,-0.004506592,-0.010240095,0.019,-0.00207,0.018755
1993,11,-0.0189,-0.0127,-0.0074,0.0223,-0.0094,-0.0474,0.014731692,0.001379,-0.007507,-0.007095,-0.018618,0.021918032,0.009054245,-0.0139,-0.007759,0.03255
1993,12,0.0165,0.014,0.0032,0.0116,-0.0034,0.0236,0.004946507,0.022733,-0.002555,0.023869,0.021125,0.001180474,0.001583784,0.0107,0.028232,-0.004595
1994,1,0.0287,-0.0006,0.0115,-0.0166,0.0143,0,0.022386953,0.009311,0.011272,-0.00922,0.00159,0.012015736,0.006908993,0.0169,0.026015,-0.065301
1994,2,-0.0255,0.0267,-0.0154,0.0214,-0.01,-0.003,-0.013919024,0.01598,-0.004691,0.026619,0.026526,0.003505084,-0.002985756,0.0036,-0.011324,0.056155
1994,3,-0.0478,-0.0104,0.016,0.0069,0.0128,-0.0127,0.018759138,0.013513,0.009681,0.002218,-0.009378,-0.010026736,0.026935262,0.0009,0.028264,0.001087
1994,4,0.0068,-0.0101,0.0166,0.0107,0.0111,0.0039,0.016172578,0.015131,0.012741,0.01529,-0.00819,0.003741165,0.001946924,-0.0038,-0.035113,-0.005037
1994,5,0.0058,-0.0256,0.0067,0.006,0.0068,-0.0219,0.009177806,0.014199,0.00512,-0.007588,-0.019848,0.009910533,-0.021691114,0.0006,-0.013521,-0.014139
1994,6,-0.0303,-0.005,0.0167,0.0121,0.0147,-0.0087,0.019547358,0.013288,0.009202,0.001932,-0.008441,0.017125971,0.028097095,0.0015,-0.026226,0.008717
1994,7,0.0282,-0.0185,0.0058,-0.0065,0.0014,0.0018,0.018552372,-0.000945,0.004259,0.007148,-0.014321,0.010697533,0.008699917,0.0144,-0.003046,-0.005727
1994,8,0.0401,0.0137,-0.0251,0.0095,-0.0147,0.0155,-0.025186173,0.026805,-0.006915,0.02061,0.020904,-0.024938726,-0.000859783,0.0144,-0.022157,0.028269
1994,9,-0.0231,0.028,-0.0189,0.0052,0.0093,0.0131,-0.021140422,0.009738,0.005879,0.010911,0.022081,0.008672541,0.003743725,-0.0077,0.032313,0.002387
1994,10,0.0134,-0.023,-0.0162,0.0023,-0.0068,0.0149,-0.021359742,0.02448,0.001613,0.003556,-0.018201,0.012577975,0.003422525,-0.0022,-0.030338,0.03697
1994,11,-0.0404,0.0007,-0.007,0.0042,-0.005,-0.0018,-0.000327319,0.014457,-0.010042,0.013703,0.005354,0.003230166,0.017364295,-0.0201,0.035889,0.068787
1994,12,0.0086,0,-0.0013,0.0037,0.0038,0.0348,0.001772546,0.037209,0.012933,0.039844,0.011739,0.010814892,0.020581275,0.0081,-0.000904,-0.019244
1995,1,0.018,-0.0306,0.0257,0.0017,-0.0075,-0.0181,0.020889222,0.011177,-0.000027,-0.00063,-0.024308,-0.008657097,0.016386427,0.04,0.013243,0.053772
