year,month,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR
1995,11,0.02028,0.019417,0.008724,0.019935,0.017271,0.065563,0.037547,0.047963,0.060693,0.039278,0.017946,0.075648,0.048169,0.046374,0.053721,0.0538,0.043901,0.032087,0.022871,0.05384,0.068483,0.029999,0.028466,0.036319,0.0446,0.014627,0.01593,0.028138,0.019747,0.013733,0.03702,0.045211,0.048114,0.037785,0.055614,0.043322,0.051738,0.036615,0.041989,0.051036,0.041802,0.055678,0.056811,0.050471,0.0228,0.03424,0.057163,0.052355,0.049602,0.017388,0.021053,0.00823,0.025898,0.019906,0.019718,0.02453,0.008369,0.032113,0.05842,0.048389,0.037022,0.058626,0.053632,0.04674,0.054116,0.026556,0.042273,0.054538,0.05272,0.049743,0.03773,0.062117,0.025602,0.033859,0.059556,0.055473,0.033347,0.025969,0.052334,0.028129,0.054329,0.046267,0.027438,0.024823,0.049607,0.0138,0.0037,0.0114,0.0236,0.0186,0.0584,0.0364,0.0324,0.0281,0.0619,0.0707,0.0459,0.0297,0.054,0.0498,0.051,0.0387,0.0438,0.0418,0.0487,0.0348,0.067,0.054,0.0471,0.0305,0.011,0.0158,0.0209,0.0166,0.0194,0.0556,0.0157,0.0563,0.0502,0.04,0.0842,0.037,0.0536,0.0354,0.0529,0.0406,0.0444,0.0373,0.0649,0.0408,0.0485,0.0438,0.0528,0.0532,0.0179,0.023447,0.015991,0.024225,0.020818,-0.00215,0.047675,0.027271,0.037363,0.040695,0.053561,0.02328,0.037276,0.044794,0.050055,0.062705,0.040713,0.046154,0.049828,0.064789,0.030789,0.038714,0.062222,0.054905,0.063583,0.006033,0.022703,0.017024,0.023276,0.021989,-0.001608,0.044683,0.03035,0.036319,0.042689,0.05267,0.024798,0.03704,0.046891,0.061483,0.0551,0.038566,0.045858,0.050346,0.066493,0.031214,0.042549,0.05147,0.070766,0.053419,0.007875
1995,12,0.018206,0.033445,0.045254,0.01226,0.00694,0.027649,0.020411,0.049645,0.034267,0.012447,0.022048,0.019813,0.013335,0.014643,0.019126,-0.013117,0.016685,-0.00338,-0.009591,-0.004366,0.026577,0.029255,0.011894,0.009919,-0.022629,0.024648,0.018983,0.015091,0.004492,0.040986,0.040561,0.017267,0.022156,0.026214,0.028563,0.048575,0.040673,0.019318,0.025619,-0.001774,0.034476,0.011243,0.005619,-0.000797,-0.041279,0.042122,0.023526,0.011188,0.004844,-0.033017,0.027685,0.017344,0.026032,0.025569,0.022642,0.008655,0.02327,0.027652,0.038205,0.030287,0.03675,0.022391,0.012267,0.034458,0.025978,0.04579,0.027268,0.016003,0.032045,-0.018623,0.028248,0.010524,0.001129,0.026876,0.006282,-0.002163,-0.009734,-0.034048,0.022736,0.04251,0.034043,0.008794,0.005307,-0.00263,-0.0016,0.0037,0.0102,0.0118,0.0254,0.003,0.0363,0.0289,0.0214,0.0218,0.0306,-0.0138,0.0273,0.0462,0,0.0348,-0.0579,0.0144,0.0149,0.0093,0.0135,-0.0142,0.0428,0.029,0.0112,0.0048,0.0178,0.032,0.034,0.006,0.0116,0.0187,0.0297,0.0237,0.0277,0.0046,0.0835,0.0317,0.0098,0.0291,-0.0134,0.0111,0.024,0.0128,0.0061,-0.0166,0.0329,0.0513,0.0134,0.0086,-0.0174,0.026256,0.029597,0.026106,0.010974,-0.011479,0.036588,0.029856,0.037105,0.039832,0.017084,0.029214,0.031281,0.032322,0.025987,0.001438,0.029957,0.017796,0.017267,-0.015352,-0.014718,0.043374,0.042024,0.01289,0.005033,-0.024534,0.026595,0.025041,0.030318,0.010572,-0.012481,0.037288,0.03362,0.038908,0.041933,0.014635,0.034385,0.024936,0.034245,0.028843,0.000535,0.033586,0.020611,0.011706,-0.016481,-0.013461,0.041421,0.042725,0.008579,0.009853,-0.024251
1996,1,0.02189,0.020927,0.002798,0.015679,0.002769,0.00841,0.002376,-0.000495,-0.006794,-0.008425,0.000673,-0.018457,0.00519,-0.021933,0.008215,0.004701,0.009303,0.02667,0.046071,-0.004651,0.048963,0.026449,0.048999,0.017934,0.003953,0.010575,0.004145,-0.001679,0.006854,0.014631,0.009981,-0.011975,-0.006665,0.00595,0.004689,0.00779,0.001629,0.009483,-0.009916,-0.001318,0.007388,0.005446,0.023827,0.031183,0.018817,0.027006,0.039724,0.03664,0.04482,0.030588,0.003479,0.016241,0.023005,0.008225,0.002485,0.003648,0.01921,0.001172,0.006853,-0.012278,0.001926,-0.025233,0.021414,-0.003872,0.006598,0.013381,-0.003633,-0.004705,0.007433,0.000289,-0.018221,0.026122,0.019606,0.008052,0.020986,0.012639,0.025808,-0.000397,0.040221,0.010755,0.038375,0.041411,0.047432,0.023789,0.008298,0.0228,0.0209,0.0013,0.0079,0.0077,0.0015,0.0067,0.0094,-0.0045,0.009,0.017,0.0043,-0.0022,-0.0054,-0.026,0.0344,0.0247,0.0125,0.0121,-0.0118,0.0452,0.0387,0.0346,0.0299,0.0205,0.0256,0.0203,0.0138,0.0075,-0.0104,0.0474,0.0129,0.0064,0.0012,-0.0026,-0.0101,0.0144,0.0084,0.0069,-0.0109,0.0074,0.0223,0.0195,0.0227,0.0259,0.0594,0.0134,0.0408,0.0415,0.0331,0.012035,-0.003989,0.010814,0.011493,0.021427,0.006773,0.014532,-0.005522,0.003173,0.006403,-0.005306,0.014028,0.016372,0.003648,-0.017511,0.021127,0.031901,0.034221,0.00407,-0.004389,0.026882,0.024418,0.049953,0.030661,0.032037,0.011585,-0.002501,0.012925,0.012746,0.018593,0.013266,0.005102,-0.001396,0.000589,0.006532,-0.006116,0.015432,0.018203,0.004288,-0.018552,0.018706,0.035399,0.02739,0.008208,-0.003373,0.027065,0.025799,0.038419,0.047557,0.030296
1996,2,0.048841,0.034538,0.019318,0.043042,0.031059,0.033938,0.027513,0.03325,0.043484,0.04791,0.047885,0.051114,0.031066,0.026589,0.04466,0.047961,0.003987,0.015657,0.030303,0.042475,0.002166,0.003667,0.01868,0.009845,0.01332,0.023554,0.028517,0.019799,0.032049,0.043784,0.029069,0.023843,0.021845,0.047549,0.031913,0.009468,0.016851,0.034436,0.036883,0.059878,-0.001346,0.02023,0.01782,0.024122,0.037603,-0.012569,0.013147,0.019376,0.02238,0.049522,0.027872,0.039071,0.024842,0.026393,0.033826,0.036181,0.036454,0.036199,0.030224,0.015948,0.036278,0.031884,0.029645,0.049397,0.044861,0.05138,0.033844,0.010732,-0.000246,0.06049,0.035738,0.013289,0.001202,0.019639,0.015206,0.015944,0.044375,0.035715,0.012932,0.020772,-0.001622,0.01011,0.028309,0.022841,-0.001425,0.0459,0.0232,0.0151,0.0255,0.0425,0.049,0.0413,0.0313,0.0283,0.0262,0.0662,0.0363,0.0209,0.0173,0.0098,0.0582,0.0251,0.0172,0.0193,-0.0007,0.0176,0.0224,0.0193,0,0.0162,0.0368,0.0227,0.0505,0.0318,0.0259,0.0259,0.0147,0.04,0.0331,0.0377,0.0136,0.01,0.0153,0.0408,0.0486,0.0349,-0.0072,0.0176,0.0138,0.0309,0.0538,0.0016,-0.0066,0.0098,0.0458,0.024515,0.026376,0.033813,0.037703,0.03381,0.015449,0.025109,0.033072,0.04154,0.047245,0.023073,0.018615,0.031776,0.029374,0.042717,0.006925,0.022792,0.017879,0.015472,0.035619,-0.00184,0.004841,0.007939,0.002173,0.046348,0.026528,0.025436,0.030767,0.034498,0.037396,0.015502,0.022264,0.03631,0.03803,0.048482,0.02412,0.021045,0.029374,0.028869,0.042525,0.008281,0.018167,0.023803,0.00948,0.038003,-0.012086,0.008674,0.00048,0.011531,0.045089
1996,3,0.033344,0.005948,0.019664,0.04893,0.046558,0.012982,0.020513,0.025354,0.027366,0.019863,0.013431,0.038487,0.022584,0.011574,0.045324,0.027994,0.018575,0.011339,-0.015993,0.026782,-0.003844,0.00857,0.001158,0.022669,0.001641,0.028957,0.032276,0.024651,0.026865,0.018031,0.024307,0.014044,0.031913,0.010241,0.017261,0.048981,0.022101,0.047257,0.022462,0.009775,0.002854,0.017907,0.015613,0.022223,-0.011437,-0.003021,0.007745,0.024248,0.017392,-0.001776,0.024622,0.026845,0.030782,0.039636,0.020328,0.02933,0.029977,0.010347,0.056905,0.056358,0.012423,0.027292,-0.002857,0.017195,0.017677,0.049846,0.040959,0.054903,0.006122,0.012419,0.020849,0.0087,-0.001805,0.014502,0.018064,0.030897,-0.000541,0.017569,0.006169,0.003787,0.007085,0.034724,0.001937,0.007539,-0.002222,0.0253,0.0208,0.0247,0.0272,0.0242,0.0119,0.025,0.0236,0.0231,0.0259,0.0233,0.0278,0.0143,0.0247,0.0262,0.0196,0.019,0.0197,0.0249,0.0184,-0.0135,0.0197,0.0061,0.0169,-0.0171,0.0221,0.0256,0.0337,0.0145,0.0214,0.0252,0.0185,0.0047,0.0156,0.015,0.0355,0.0148,0.0128,0.0218,0.0151,0.0342,0.0172,0.0152,0.0193,0.0137,-0.0154,0.0039,0.0069,0.0167,0.0049,0.010313,0.030372,0.030627,0.03663,0.013816,0.024872,0.01756,0.036089,0.020658,0.017932,0.009282,0.029199,0.022572,0.038657,0.017232,0.010129,0.023843,0.016231,0.044945,0.012407,0.011977,0.006235,0.014063,0.01868,-0.013962,0.011927,0.030976,0.030826,0.035824,0.014622,0.026842,0.016355,0.032838,0.025191,0.017171,0.009624,0.025845,0.022679,0.043054,0.016652,0.009311,0.020066,0.023288,0.044579,0.010991,0.007942,0.017079,0.00437,0.016971,-0.007712
1996,4,0.097479,0.073064,0.059569,0.094074,0.109699,0.079698,0.07055,0.06061,0.11555,0.075748,0.024815,0.036352,0.035413,0.05623,0.065008,0.068758,0.038082,0.016977,0.05385,0.044167,0.021609,0.010886,0.01474,0.033442,0.024652,0.047657,0.052367,0.053015,0.094944,0.095646,0.028355,0.043449,0.047837,0.049434,0.099622,0.028956,0.012179,0.035582,0.056759,0.039234,0.02349,0.018248,0.02327,0.028231,0.068693,0.007958,-0.001811,0.020128,0.015915,0.050513,0.060734,0.041744,0.054544,0.08067,0.080328,0.093914,0.087204,0.031636,0.071207,0.077224,0.045605,0.072622,0.087784,0.080023,0.000458,0.006058,0.02818,0.052739,0.029555,0.062229,0.052525,0.024096,-0.001659,0.012549,0.02486,0.025101,0.053115,0.068281,0.001092,0.005536,0.027308,0.011424,0.024565,0.042375,0.002788,0.0874,0.0738,0.0478,0.0805,0.0909,0.0913,0.0433,0.0552,0.0647,0.0862,0.0953,0.0252,0.0394,0.047,0.0703,0.0615,0.0338,0.0013,0.0364,0.0546,0.0271,0.0179,0.0051,0.0032,0.0194,0.0864,0.0299,0.0541,0.0887,0.0623,0.0722,0.0521,0.0314,0.0499,0.0519,0.0679,0.0332,0.0243,0.0379,0.0567,0.0651,0.0264,0.0224,0.0227,0.0481,0.0041,0.0007,0.0113,0.0041,0.0433,0.018346,0.040111,0.075085,0.089522,0.103747,0.013402,0.039908,0.050259,0.071763,0.098342,-0.009773,0.022926,0.037362,0.046773,0.116176,-0.012296,0.007135,0.034628,0.041256,0.08504,-0.008223,-0.007049,0.012015,0.017236,0.053976,0.02094,0.041778,0.073646,0.089133,0.104755,0.011912,0.039903,0.046703,0.080746,0.098258,-0.004109,0.017696,0.028941,0.053665,0.115834,-0.009808,0.007893,0.032316,0.037315,0.086915,-0.007555,0.00475,0.004205,0.00775,0.053956
1996,5,0.079002,0.075639,0.066764,0.078724,0.096719,0.050544,0.045529,0.037918,0.090187,0.057557,0.023192,0.041217,0.007087,0.029619,0.038988,0.013937,0.003258,0.018584,0.017905,0.015994,0.024918,0.028088,0.013532,0.031827,0.031084,0.059087,0.053124,0.071523,0.070759,0.078794,0.024305,0.036008,0.041814,0.055818,0.078052,0.018354,-0.00073,0.021402,0.028971,0.05265,0.003404,0.003534,0.005955,0.015724,0.032363,0.009123,0.03774,0.034835,0.019344,0.026046,0.053995,0.065446,0.069511,0.069395,0.074577,0.069462,0.077368,0.063224,0.042802,0.089998,0.042234,0.026272,0.047128,0.049308,0.027658,0.016136,0.038204,0.036906,0.018967,0.031236,0.012864,0.01308,-0.00983,0.012774,0.015742,0.004067,0.043123,0.000679,0.043621,-0.008117,0.016452,0.019067,-0.001546,0.022831,0.011027,0.0807,0.0494,0.0525,0.0652,0.0812,0.0423,0.0512,0.0243,0.0434,0.0634,0.0163,0.0254,0.0051,0.0256,0.0459,0.0119,0.0212,0.0058,0.0094,0.0406,0.0306,0.0244,0.0305,0.011,0.0371,0.0973,0.0544,0.0397,0.0483,0.0439,0.0487,0.0381,0.0469,0.0499,0.0388,0.02,0.0279,0.0216,0.0148,0.0366,0.0367,-0.0024,0.0074,0.0049,0.0351,0.0241,0.0381,0.0169,0.0146,0.0372,0.023254,0.032523,0.055413,0.082071,0.097235,0.014945,0.035586,0.034054,0.051378,0.064155,0.013752,0.006815,0.031172,0.036195,0.028461,0.016657,0.005209,0.013834,0.013796,0.03326,0.043194,0.018821,0.023409,0.029281,0.019753,0.021593,0.034699,0.056249,0.083224,0.095947,0.015212,0.03582,0.032703,0.053811,0.063842,0.011301,0.01163,0.029242,0.031944,0.030628,0.014461,0.006132,0.011055,0.009619,0.037915,0.021072,0.038157,0.018256,0.029982,0.024404
1996,6,-0.044451,-0.043579,-0.069897,-0.05494,-0.075032,-0.050034,-0.039814,-0.007788,-0.059795,-0.074789,-0.048533,-0.023019,-0.024149,-0.051579,-0.06264,-0.054438,-0.000608,-0.014985,-0.012418,-0.026417,-0.000465,0.021487,-0.001206,-0.003085,-0.010644,-0.038073,-0.030154,-0.026726,-0.05033,-0.068629,0.002307,-0.013751,-0.028003,-0.028658,-0.084233,0.00674,-0.01435,-0.01977,-0.034573,-0.067148,0.035824,-0.001841,-0.007316,-0.029524,-0.063383,0.01815,0.013187,0.003157,-0.019404,-0.013181,-0.027311,-0.029432,-0.02572,-0.041827,-0.049598,-0.058715,-0.068176,-0.020592,-0.004195,-0.061376,-0.035071,-0.036472,-0.024703,-0.061075,-0.012077,-0.006912,-0.025103,-0.023567,-0.011761,-0.075982,-0.051601,-0.004026,0.018146,0.002913,0.003262,-0.028475,-0.03489,-0.036419,0.019396,0.0226,0.005481,0.007568,-0.016547,-0.020252,-0.020721,-0.0617,-0.0382,-0.0163,-0.0377,-0.0728,-0.0632,-0.0066,-0.0093,-0.0256,-0.0481,-0.0265,-0.0163,-0.0166,-0.0042,-0.0783,-0.0376,-0.0097,-0.0107,-0.0219,-0.0572,-0.0213,0.0024,0.0057,0.0119,0.0036,-0.0517,-0.0347,-0.026,-0.0305,-0.0497,-0.0274,-0.0285,-0.0269,-0.0207,-0.0391,-0.0541,-0.0045,-0.0059,-0.0085,-0.044,-0.0234,-0.0192,-0.0005,-0.0165,-0.0398,-0.0024,0,0.0133,0.0082,-0.0063,-0.007677,0.000208,-0.0227,-0.0576,-0.083795,0.021917,-0.008773,-0.013142,-0.012012,-0.071276,0.025659,0.007165,-0.031984,-0.012874,-0.078928,0.026006,-0.00335,-0.010056,-0.03049,-0.068503,0.027566,0.002657,0.009496,0.001066,-0.025489,-0.009642,0.000369,-0.018705,-0.052636,-0.087475,0.020357,-0.010549,-0.00881,-0.021426,-0.068421,0.020889,0.004537,-0.017586,-0.022047,-0.076547,0.025622,0.000663,-0.011191,-0.033749,-0.067991,0.012681,0.018749,-0.00009,0.008153,-0.01958
1996,7,-0.1052,-0.081639,-0.103159,-0.100193,-0.107043,-0.113661,-0.090807,-0.113562,-0.11256,-0.129271,-0.09685,-0.100607,-0.075439,-0.088599,-0.099646,-0.075174,-0.064595,-0.068259,-0.055015,-0.103364,-0.096815,-0.041511,-0.048687,-0.025697,-0.065434,-0.056254,-0.050423,-0.053299,-0.07117,-0.113973,-0.069707,-0.072209,-0.070132,-0.074931,-0.137518,-0.040217,-0.057418,-0.067263,-0.091604,-0.106807,-0.059926,-0.05107,-0.046353,-0.059273,-0.071079,-0.030645,-0.050805,-0.045177,-0.048935,-0.042366,-0.043651,-0.053115,-0.072043,-0.052872,-0.074956,-0.090651,-0.139125,-0.062299,-0.054912,-0.062684,-0.07325,-0.092702,-0.114264,-0.138852,-0.041147,-0.042578,-0.056726,-0.083457,-0.073013,-0.089406,-0.119964,-0.043806,-0.056013,-0.051014,-0.050377,-0.063385,-0.054548,-0.093033,-0.027714,-0.051204,-0.054925,-0.048453,-0.057608,-0.058205,-0.061905,-0.1224,-0.085,-0.0688,-0.0595,-0.0792,-0.136,-0.0869,-0.0743,-0.0753,-0.1065,-0.1192,-0.0813,-0.0618,-0.0601,-0.0936,-0.0889,-0.0406,-0.0509,-0.052,-0.0772,-0.071,-0.0585,-0.0374,-0.0351,-0.0535,-0.0901,-0.0592,-0.0482,-0.0629,-0.0707,-0.105,-0.0715,-0.0694,-0.0744,-0.109,-0.0686,-0.049,-0.0664,-0.064,-0.0897,-0.0665,-0.0571,-0.0428,-0.0454,-0.0747,-0.0639,-0.0308,-0.0488,-0.0407,-0.0437,-0.021975,-0.038537,-0.049427,-0.089049,-0.138848,-0.036728,-0.057739,-0.067369,-0.075111,-0.14833,-0.036966,-0.04113,-0.067454,-0.064899,-0.136728,-0.028051,-0.046877,-0.053274,-0.06637,-0.093813,-0.026002,-0.046656,-0.043892,-0.044835,-0.066087,-0.021522,-0.035273,-0.051753,-0.085683,-0.139963,-0.035779,-0.051746,-0.073511,-0.069387,-0.152111,-0.035651,-0.045138,-0.068177,-0.060635,-0.136909,-0.03217,-0.043544,-0.058827,-0.066951,-0.089878,-0.040266,-0.041152,-0.042738,-0.025617,-0.074531
1996,8,0.036636,0.048283,0.056186,0.043519,0.035585,0.060291,0.058223,0.06046,0.055992,0.062971,0.083723,0.06319,0.052757,0.079515,0.054404,0.036155,0.051145,0.057462,0.064543,0.067154,0.021608,0.017846,0.020456,0.029335,0.0144,0.034311,0.018006,0.037562,0.035642,0.052207,0.051497,0.029047,0.055678,0.05593,0.07175,0.052397,0.04559,0.060849,0.076162,0.095066,0.058948,0.051906,0.045169,0.048773,0.067957,0.01136,0.024809,0.027411,0.019297,0.023871,0.034343,0.04121,0.045874,0.039207,0.039841,0.036265,0.046855,0.054823,0.040805,0.041461,0.039749,0.063997,0.069809,0.069515,0.045182,0.055766,0.029783,0.064405,0.075129,0.085074,0.0786,0.045066,0.039524,0.01886,0.064425,0.043078,0.063133,0.0723,0.024663,0.003815,-0.000089,0.014348,0.016423,0.035259,0.03997,0.0662,0.0443,0.0301,0.0293,0.0273,0.1027,0.0298,0.053,0.0406,0.0599,0.0856,0.0565,0.05,0.0451,0.0569,0.0699,0.0558,0.0366,0.0531,0.0478,0.0448,0.0187,0.0257,0.0202,0.0144,0.0403,0.0376,0.0334,0.0401,0.0478,0.0476,0.0583,0.043,0.0447,0.0734,0.0488,0.0497,0.0472,0.0747,0.0657,0.0751,0.0354,0.0379,0.0564,0.0663,0.032,0.0146,0.0133,0.0264,0.0335,0.041574,0.047213,0.038676,0.043307,0.046337,0.053662,0.042077,0.066343,0.045878,0.073408,0.041904,0.044143,0.040822,0.070229,0.081785,0.036585,0.040844,0.052877,0.057225,0.062039,0.015647,0.03884,-0.004081,0.032396,0.027151,0.044927,0.044749,0.034714,0.049485,0.044634,0.051117,0.048645,0.061438,0.036548,0.076293,0.03627,0.051275,0.036754,0.061866,0.087815,0.038705,0.04054,0.055759,0.055455,0.060852,0.018429,0.020207,0.012408,0.034738,0.028166
1996,9,0.028618,0.010419,0.031735,0.0325,0.028971,0.044323,0.039886,0.037088,0.035874,0.041561,0.068367,0.025374,0.042519,0.047464,0.056951,0.045175,0.039312,0.0413,0.054303,0.035134,0.048373,0.046124,0.044945,0.078608,0.087082,0.023966,0.017246,0.028229,0.026967,0.029625,0.028389,0.024638,0.016213,0.037502,0.050975,0.018936,0.037985,0.042581,0.047666,0.053961,0.026858,0.039204,0.050424,0.047352,0.068515,0.035502,0.043481,0.057213,0.064047,0.12186,0.022783,0.027182,0.007375,0.032495,0.025713,0.042859,0.026438,0.035284,0.025482,0.02466,0.047056,0.035878,0.038392,0.051901,0.032165,0.019434,0.026431,0.042826,0.055044,0.055817,0.062582,0.045948,0.011777,0.070255,0.044143,0.060453,0.029062,0.04675,0.059266,0.015594,0.061981,0.05399,0.048861,0.080517,0.050844,0.0313,0.0209,0.0236,0.0389,0.0159,0.0468,0.0284,0.0566,0.0372,0.0626,0.0569,0.0448,0.039,0.0353,0.0488,0.0857,0.041,0.0344,0.0511,0.0511,0.0453,0.0703,0.058,0.0573,0.0391,0.0201,0.0147,0.024,0.0211,0.031,0.0225,0.0312,0.032,0.0499,0.0396,0.0205,0.0368,0.0141,0.0281,0.0565,0.0281,0.0417,0.0432,0.0453,0.0714,0.0265,0.0505,0.0416,0.0581,0.0949,0.027698,0.032579,0.01495,0.026511,0.02348,0.030329,0.035048,0.035055,0.031586,0.063873,0.022051,0.037529,0.032255,0.036773,0.066384,0.037521,0.032758,0.048852,0.037816,0.073951,0.046253,0.057133,0.046969,0.065493,0.070549,0.0312,0.032024,0.014103,0.023991,0.024026,0.026127,0.040701,0.024884,0.037127,0.064,0.02241,0.034269,0.037499,0.030603,0.068715,0.029277,0.035926,0.052671,0.038105,0.075237,0.03322,0.055537,0.058709,0.042625,0.083953
1996,10,-0.038925,-0.01901,0.003111,-0.02827,-0.027383,-0.016911,-0.008976,-0.01445,-0.016098,-0.037836,-0.035725,-0.015847,-0.013709,-0.033818,-0.04516,-0.014514,0.021842,-0.019519,-0.003351,-0.027172,-0.00716,0.028527,0.008056,0.026962,-0.046219,0.002315,0.016844,0.011283,-0.014426,-0.02921,-0.00753,0.013847,-0.001382,0.002528,-0.038078,0.017954,-0.00535,-0.000376,-0.033092,-0.048084,0.019078,0.019561,0.015734,-0.011543,-0.008249,0.035025,0.016007,0.032342,0.012778,0.051758,0.015747,-0.001654,-0.000041,0.00833,-0.014026,-0.022833,-0.053828,0.015879,-0.008187,0.007314,-0.00208,0.005416,-0.027947,-0.047125,0.003538,0.009983,-0.005801,-0.009965,-0.02202,-0.049885,-0.041438,0.022145,-0.007877,0.016076,0.004659,-0.010406,-0.007758,-0.01175,0.043388,0.058891,0.031519,-0.009772,-0.000298,0.006223,0.017198,-0.0454,0.0005,-0.0036,-0.0031,-0.0487,-0.0463,-0.0045,-0.0064,-0.016,-0.0139,-0.0228,-0.0141,0.0039,-0.029,-0.0313,-0.0075,0.0146,0.0053,0.0136,-0.0272,-0.006,0.0049,0.0309,0.0302,0.0255,-0.0214,-0.016,0.0202,-0.0037,-0.0032,-0.0083,-0.0002,0.0209,0.0012,0.0071,0.0051,0.0166,-0.0058,-0.0004,-0.0147,0.0192,0.003,0.0189,0.024,-0.0175,0.0306,0.044,0.0329,0.0173,0.0201,0.021768,0.023106,0.02211,-0.011635,-0.075366,0.022471,0.008399,0.008736,0.005188,-0.045101,0.016273,0.007323,0.013968,-0.021606,-0.0567,0.032418,0.013162,0.02131,-0.002942,-0.037771,0.048539,0.028745,0.028842,0.022392,-0.013499,0.02562,0.024359,0.019396,-0.014039,-0.076576,0.021127,0.008512,0.020493,0.006728,-0.048654,0.016558,0.02241,0.004852,-0.018022,-0.062952,0.034178,0.015819,0.01733,0.002054,-0.042784,0.037467,0.033644,0.033896,0.0196,-0.004691
