year,month,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR
1999,10,0.028846,0.004845,-0.013003,-0.03359,-0.038363,0.002005,0.010902,-0.016888,-0.004549,-0.029881,0.012269,0.009387,0.00242,-0.005872,-0.039245,0.056528,0.035872,0.020859,0.064059,0.014155,0.08342,0.043133,0.056966,0.039633,-0.003599,0.00665,-0.025395,-0.022537,-0.023844,0.001376,-0.008434,-0.02229,0.005335,-0.038624,0.006222,0.011359,-0.008394,-0.019223,-0.014147,0.0101,0.010407,0.011751,0.027279,0.035414,0.094877,0.055813,0.061442,0.060079,0.096875,0.097733,-0.020622,-0.008431,-0.028927,-0.029117,0.015448,0.024311,-0.022238,-0.014224,0.019336,-0.009811,-0.01048,-0.02314,0.021563,-0.001863,-0.010753,0.006797,0.047822,0.0259,0.002712,0.01589,0.017848,0.036037,-0.052579,0.025581,0.054369,0.023888,0.074405,0.095572,0.057148,0.099997,0.088293,0.07518,0.039747,0.075103,0.140261,-0.003,-0.0472,-0.0244,-0.0315,-0.0005,0.0075,0.0018,0.0045,-0.0176,0.0072,0.0029,0.0061,-0.002,-0.0005,0.0515,0.0456,0.0292,0.0393,0.046,0.095,0.0654,0.0699,0.0537,0.0787,0.0946,-0.0292,-0.0099,-0.0059,-0.0231,-0.0046,-0.0038,-0.0304,-0.0163,-0.0196,-0.0144,-0.0356,-0.0253,0.0057,-0.0045,0.0105,0.0046,0.0249,0.0135,0.0102,0.067,0.0506,0.0562,0.0254,0.0697,0.0835,-0.009872,-0.027805,-0.020487,-0.012919,-0.02371,-0.016995,-0.015067,-0.026534,-0.032041,0.029784,0.015876,-0.009018,-0.026284,-0.024461,0.066334,0.049949,0.018656,0.041749,-0.022632,0.107024,0.082744,0.082405,0.051391,0.061506,0.070777,-0.009179,-0.028349,-0.015148,-0.016535,-0.023079,-0.017839,-0.012062,-0.023455,-0.037601,0.029087,0.012056,-0.002061,-0.011945,-0.042738,0.06689,0.045144,0.020013,0.036679,-0.019228,0.108737,0.047834,0.118488,0.031228,0.070637,0.073791
1999,11,0.158521,0.129135,0.095749,0.114471,0.136386,0.102486,0.054563,0.070371,0.12749,0.086823,0.083824,0.03989,0.050436,0.092763,0.097789,0.075993,0.029938,0.031422,0.055815,0.111069,0.065961,0.040236,0.014349,0.042374,0.052762,0.049149,0.043797,0.057556,0.101893,0.186384,0.031237,0.010178,0.030703,0.063421,0.124248,-0.020688,0.056754,0.040164,0.029959,0.108661,-0.030904,0.022315,0.027802,0.030965,0.101284,0.000495,-0.013877,0.025216,0.07815,0.063302,0.045996,0.068563,0.076743,0.083713,0.152857,0.130807,0.177862,0.036167,0.040196,0.02082,0.074695,0.075338,0.119539,0.139533,0.016918,-0.021053,0.018678,0.06361,0.064979,0.077135,0.121692,-0.011152,-0.000799,0.032083,0.036328,0.079559,0.078279,0.102826,0.026395,-0.0831,-0.015461,0.011414,0.033463,0.111315,-0.025595,0.1588,0.0782,0.0736,0.0719,0.1331,0.0877,0.0905,0.0465,0.0846,0.1557,0.0626,0.0432,0.0494,0.0394,0.1412,0.0486,0.0384,0.0355,0.0248,0.084,0.0975,0.0571,0.0498,0.0457,0.0076,0.1061,0.0513,0.0542,0.0458,0.0612,0.0852,0.0611,0.0609,0.0117,0.0359,0.0848,0.0602,0.0049,0.0129,0.0497,0.0527,0.0087,-0.0032,-0.0007,0.0393,0.12,0.0235,0.0406,0.0263,0.0134,0.00523,0.029215,0.02943,0.124651,0.203122,-0.000851,0.012658,0.016578,0.075177,0.182386,-0.022948,0.010241,-0.009621,0.035433,0.157879,-0.036376,-0.025084,0.01447,0.029375,0.132139,-0.01162,0.009636,0.0134,0.033609,0.10729,0.005471,0.026209,0.032293,0.126282,0.202681,-0.000073,0.010419,0.016172,0.075873,0.181914,-0.015654,-0.000469,-0.002711,0.033848,0.156837,-0.036206,-0.029655,0.013508,0.019656,0.133881,-0.011506,-0.003635,0.046437,0.011166,0.103081
1999,12,0.230155,0.148228,0.130133,0.243785,0.16387,0.130954,0.077237,0.138599,0.115795,0.168048,0.145215,0.110769,0.126866,0.098017,0.070379,0.140537,0.101079,0.090906,0.150982,0.205085,0.145344,0.060952,0.013749,0.050448,0.045532,0.032849,0.041131,0.103004,0.210314,0.231719,0.03175,0.035485,0.070533,0.06266,0.156419,0.00033,0.043,0.05794,0.053915,0.184461,0.009431,0.060438,0.044405,0.053819,0.23663,-0.060934,0.0661,0.051059,0.167121,0.086625,0.07673,0.06016,0.220241,0.093895,0.159348,0.199182,0.207854,0.061342,0.133035,0.072847,0.117931,0.141748,0.110455,0.162234,0.036405,0.061993,0.028207,0.116517,0.113513,0.137677,0.109714,0.058056,0.052225,0.052097,0.083191,0.123019,0.18666,0.208292,0.047205,-0.096846,0.05184,-0.000819,0.150612,0.118391,-0.005135,0.0429,0.0218,-0.0004,0.0409,0.1862,0.0749,0.027,0.0157,0.0402,0.2082,0.0641,-0.0009,0.0301,0.0771,0.206,0.0369,0.0119,0.0479,0.1042,0.1605,-0.0093,0.0292,0.0619,0.0558,0.1688,0.1168,0.0712,0.0384,0.0168,0.0179,0.0869,0.1286,0.0732,0.0202,0.0461,0.1459,0.0928,0.0299,0.0273,0.069,0.0805,0.0727,0.0346,0.0442,0.0644,0.1122,0.0783,0.08,0.0365,0.0669,-0.02685,0.016609,0.048794,0.100602,0.175784,-0.007162,0.002505,0.00586,0.072044,0.202476,-0.015584,0.000801,0.02104,0.094168,0.20768,-0.019933,0.012956,0.041727,0.068015,0.171931,0.063958,0.069662,0.012587,0.102492,0.150501,-0.031249,0.018525,0.046459,0.09814,0.185262,-0.003792,-0.003427,0.012681,0.069069,0.200102,-0.009877,-0.004104,0.017424,0.096347,0.206586,-0.03559,0.039627,0.027733,0.055691,0.175154,0.049333,0.064826,0.027934,0.050286,0.193973
2000,1,0.069772,0.107212,0.081586,0.038463,0.080813,-0.006032,0.000232,0.02654,0.004712,-0.015438,-0.05405,-0.027813,-0.000956,-0.056285,-0.042626,-0.002998,-0.040707,-0.069047,-0.017061,-0.079947,-0.085794,0.013059,0.000876,-0.049848,-0.133745,0.036472,0.043537,0.077146,-0.014253,0.080099,-0.023426,-0.027745,-0.067,-0.015402,0.038039,-0.00292,-0.035816,-0.064552,-0.059792,-0.018036,-0.006391,-0.056238,-0.045877,-0.062385,-0.034891,-0.008729,-0.067709,-0.026056,-0.062978,-0.070407,0.013264,-0.006385,-0.038977,0.061592,0.08597,0.047217,0.155445,-0.02673,-0.02263,-0.051036,-0.01993,-0.016485,-0.002974,0.007967,-0.046512,0.024135,-0.112337,-0.023208,-0.047553,-0.046505,-0.005322,-0.056,-0.034355,-0.013232,-0.066389,-0.011521,-0.038286,-0.027965,-0.051,0.106623,-0.059604,-0.003256,-0.059973,-0.05844,-0.034274,0.0824,0.0291,0.0452,0.0724,0.1189,-0.0116,-0.0368,-0.0055,-0.0283,0.0218,-0.0064,-0.0239,-0.034,-0.0546,-0.0101,-0.0574,-0.0401,-0.0248,-0.03,-0.0502,0.0132,-0.0485,-0.0422,-0.0187,-0.0831,0.1129,0.0548,0.0392,-0.0019,0.0257,0.0128,-0.0471,-0.049,-0.0436,-0.0098,-0.0223,-0.0151,-0.047,-0.0564,-0.0331,-0.0564,-0.0611,-0.0393,-0.0563,-0.031,0.0053,-0.073,0.0079,-0.0632,-0.0395,-0.015959,0.00352,0.03627,0.101165,0.16786,-0.052767,-0.051253,-0.025301,-0.028967,0.035963,-0.039232,-0.063944,-0.071935,-0.053894,0.002993,-0.001309,-0.058976,-0.073681,-0.036355,-0.039028,-0.080402,-0.012113,-0.098686,-0.023722,-0.02749,-0.01787,0.006496,0.047349,0.092402,0.170006,-0.048617,-0.056021,-0.025934,-0.035714,0.038935,-0.040714,-0.061196,-0.064516,-0.06328,0.004355,-0.000577,-0.055644,-0.085224,-0.026782,-0.040399,-0.053998,-0.077551,-0.034322,-0.029736,-0.04943
2000,2,0.329576,0.345347,0.373929,0.318889,0.30406,0.203075,0.143673,0.245293,0.196606,0.182798,0.110794,0.163118,0.182122,0.111009,0.082028,0.156236,0.145552,0.024502,0.206906,0.171129,0.029,0.043221,-0.046971,-0.025195,0.008519,0.120649,0.165023,0.26584,0.210197,0.395711,0.117381,0.072222,0.077748,0.16049,0.259919,0.008045,0.049528,0.062073,0.112469,0.235214,-0.026356,-0.011601,0.031326,0.041919,0.286171,-0.109026,-0.073408,-0.042164,0.069593,0.107362,0.145521,0.153046,0.209647,0.215346,0.347248,0.320423,0.420443,0.077071,0.012091,0.118523,0.1922,0.251521,0.278708,0.17788,0.001562,-0.025342,-0.002624,0.080201,0.223098,0.18949,0.220321,-0.019235,-0.032737,-0.015906,0.075522,0.176973,0.265111,0.218565,-0.049991,-0.107538,-0.021752,-0.036195,0.028702,0.067691,-0.041438,0.0675,0.0642,0.0379,0.0616,0.2662,0.0501,0.0438,0.1102,0.0837,0.3154,0.0756,0.01,0.0329,0.0748,0.2626,0.0514,0.0352,0.0133,0.0631,0.2266,-0.0034,0.007,-0.0391,-0.0105,0.1084,0.2119,0.1356,0.0975,0.0633,0.0448,0.1667,0.1241,0.0706,0.067,0.1344,0.1197,0.053,0.0321,0.0213,0.0825,0.018,0.0201,-0.0241,0.0147,0.0816,-0.0177,0.0256,-0.0431,-0.0905,0.0202,-0.014321,0.010316,0.028191,0.113068,0.320468,0.007909,-0.002463,0.001092,0.050337,0.286451,-0.04187,-0.0717,-0.023134,0.031843,0.245062,-0.077331,-0.101779,-0.069741,-0.000866,0.260197,-0.067756,-0.070448,-0.065037,0.016135,0.183358,-0.016763,0.006059,0.030702,0.108436,0.322343,0.007293,-0.010208,0.018864,0.028874,0.292,-0.035118,-0.072502,-0.024985,0.016941,0.246204,-0.075199,-0.105764,-0.080274,-0.01275,0.262696,-0.062797,-0.112993,-0.06719,-0.012833,0.176798
2000,3,-0.116584,-0.107826,-0.066263,-0.131055,-0.12991,-0.017381,-0.040584,-0.113707,-0.080862,-0.093793,-0.031207,-0.10235,-0.063936,0.0534,-0.009359,0.037022,0.049977,0.043911,0.021075,-0.009441,0.110229,0.076455,0.051805,0.050531,0.090132,-0.040521,-0.068294,-0.151145,-0.043188,-0.116953,-0.03999,-0.009731,-0.006842,-0.05956,-0.107396,0.087086,0.003165,0.010795,-0.052043,-0.09008,0.171241,0.112234,0.109925,0.113857,-0.018311,0.085645,0.108049,0.134522,0.104937,0.045957,-0.038568,-0.045782,-0.074893,-0.125107,-0.078569,-0.09176,-0.185408,-0.018285,0.141148,0.011096,-0.045989,-0.087938,-0.10783,-0.12119,0.095899,0.085652,0.105315,-0.097894,-0.130604,-0.052165,-0.083302,0.139902,-0.054959,0.131281,0.197009,0.044088,-0.000481,-0.080749,0.065311,0.13904,0.127233,0.114438,0.119759,0.098509,0.108587,-0.0147,0.0088,0.0138,-0.002,-0.0291,0.0653,0.0494,0.0164,0.0095,-0.0757,0.0788,0.1039,0.1243,0.0558,-0.067,0.1293,0.1227,0.0915,0.0939,-0.1218,0.1246,0.1064,0.0866,0.1095,-0.0082,-0.0094,0.0154,-0.001,0.0002,-0.0023,-0.0351,0.0007,0.0049,0.0125,0.0305,0.0008,0.0742,0.1014,0.061,0.0649,0.0243,0.0723,0.1069,0.1255,0.0738,0.0618,-0.0213,0.1004,0.0845,0.1054,0.000651,0.010382,0.014248,0.014747,-0.040205,0.012187,0.042234,0.047846,0.064082,-0.078634,0.078723,0.110992,0.12129,0.119676,-0.056946,0.141153,0.149427,0.165314,0.12929,-0.103701,0.115763,0.128262,0.106809,0.101825,-0.020997,-0.00765,0.015174,0.014098,0.016066,-0.03865,0.015683,0.034282,0.055002,0.056034,-0.076611,0.06737,0.09925,0.145488,0.119506,-0.055685,0.129548,0.156107,0.174806,0.124221,-0.103196,0.109164,0.121073,0.120198,0.122226,-0.018667
2000,4,-0.192013,-0.141043,-0.138135,-0.162242,-0.156846,-0.121917,-0.048053,-0.04901,-0.08188,-0.106101,-0.052403,-0.028414,-0.008868,-0.112274,-0.042698,-0.060632,-0.046018,-0.049639,-0.005048,-0.007931,-0.109336,-0.004617,0.01642,-0.032545,0.007203,-0.092394,-0.074926,-0.089541,-0.141548,-0.188183,-0.007575,-0.032159,-0.063027,-0.00051,-0.101095,-0.025382,-0.046908,0.023845,0.017971,-0.055821,0.019156,-0.025599,-0.009721,-0.00689,-0.088082,0.052698,-0.052724,-0.022621,-0.053556,-0.04421,-0.058306,-0.120722,-0.098019,-0.127034,-0.171314,-0.179532,-0.225459,-0.00955,-0.04134,-0.026574,-0.09855,-0.100356,-0.046787,-0.203724,-0.018846,-0.072263,-0.020693,-0.023822,0.045528,-0.06654,-0.137085,-0.010849,0.010409,0.050733,-0.064134,-0.028955,-0.114511,-0.099589,0.006749,0.152133,0.007714,-0.003939,-0.102612,-0.100257,-0.047866,-0.1285,-0.0669,-0.0701,-0.1215,-0.1786,-0.1489,-0.0252,-0.0488,-0.0647,-0.0989,-0.2106,-0.0441,-0.0503,-0.0619,-0.0876,-0.1795,-0.0196,-0.0076,-0.019,-0.0588,-0.1106,-0.0242,-0.0063,-0.0733,-0.0485,-0.1341,-0.0799,-0.0286,-0.0331,-0.0777,-0.092,-0.0372,0.0142,-0.0136,-0.0415,-0.0352,-0.0133,0.0063,-0.0394,-0.0557,0.0052,0.0253,0.0056,-0.0192,-0.0286,-0.0393,-0.0486,0.0324,-0.0226,-0.0443,0.008962,-0.007613,-0.039845,-0.07942,-0.209452,0.036327,0.03473,0.012645,-0.012131,-0.215985,0.018741,0.005412,0.001428,0.007638,-0.19986,0.029709,0.014741,0.015305,-0.011794,-0.153019,0.042349,-0.025278,-0.064934,-0.024172,-0.112697,0.008044,-0.005201,-0.037716,-0.07318,-0.210828,0.032585,0.036132,0.021459,-0.012114,-0.216217,0.033223,-0.004365,0.006079,-0.000002,-0.198585,0.043005,0.009732,0.009781,0.004138,-0.154465,0.02003,0.019469,-0.073819,-0.018661,-0.103848
2000,5,-0.128952,-0.084779,-0.072511,-0.063155,-0.120766,-0.090679,-0.06073,-0.046494,-0.046438,-0.088185,-0.043703,-0.003411,-0.044347,-0.031853,-0.013136,-0.059454,-0.031329,-0.056676,-0.052931,-0.035101,-0.08306,-0.047287,0.011287,-0.034109,-0.008811,-0.040693,-0.056922,-0.05541,-0.082131,-0.13658,-0.036437,0.001343,-0.009718,-0.068668,-0.107985,0.043516,0.007315,-0.051625,0.001891,-0.092946,0.029639,0.002076,-0.026069,-0.013083,-0.082891,0.069041,0.000734,-0.023318,-0.071975,-0.073109,-0.063141,-0.056437,-0.077105,-0.051159,-0.090739,-0.115334,-0.127991,-0.041293,-0.023695,-0.056227,-0.087771,-0.041421,-0.076881,-0.095917,-0.011739,-0.064464,-0.024155,-0.002557,-0.023347,-0.052936,-0.060695,0.009608,0.025542,-0.057245,-0.036381,-0.078277,-0.040501,-0.094571,0.012372,0.063504,-0.004306,-0.003633,-0.080638,-0.104114,0.004313,-0.1468,-0.0326,-0.026,-0.0195,-0.0311,-0.1272,-0.044,-0.0215,0.0037,-0.0343,-0.1095,-0.0348,-0.0098,-0.0046,-0.0185,-0.0897,0.0025,0.0174,0.0021,-0.0404,-0.1259,-0.0122,-0.0168,0.0204,-0.0132,-0.0796,-0.0397,-0.0297,-0.0281,-0.0764,-0.0656,-0.0417,-0.0035,-0.0421,-0.0749,-0.0437,-0.0415,-0.0163,0.0083,0.0046,-0.0153,0.0141,-0.0094,0.0091,-0.007,-0.0576,-0.0716,0.0451,0.0053,-0.0392,-0.005014,-0.014139,-0.007568,-0.050756,-0.153526,0.000919,0.004501,-0.022522,-0.000494,-0.138024,0.014722,0.018684,0.0058,0.006131,-0.103021,0.032599,0.033876,0.019997,0.008791,-0.089683,0.018172,0.020382,-0.046145,-0.058007,-0.114987,-0.002281,-0.014518,-0.008332,-0.047614,-0.152838,0.001326,0.000925,-0.007153,-0.003006,-0.13696,0.020747,0.007656,0.004981,-0.008447,-0.09799,0.026277,0.044923,0.042193,0.002179,-0.091417,0.023373,0.026566,-0.003489,-0.071047,-0.108936
2000,6,0.258715,0.254651,0.260456,0.229078,0.185946,0.097136,0.09662,0.155674,0.107891,0.082132,0.084676,0.059515,0.097749,0.071113,0.035089,0.096374,0.010706,-0.003563,0.064441,0.087794,0.093563,0.043237,0.015836,0.032153,0.04941,0.083369,0.091085,0.170572,0.183321,0.30237,0.03949,0.041724,0.056738,0.109741,0.126032,-0.018557,0.046117,0.059839,0.057302,0.086333,-0.018773,-0.006386,0.008497,-0.007157,0.111843,-0.000665,0.024907,0.0166,0.020742,0.060486,0.091926,0.077754,0.166856,0.163896,0.277406,0.242164,0.29885,0.019265,0.039127,0.130624,0.151377,0.116762,0.132712,0.162129,0.004366,0.02978,0.065579,0.07581,0.119433,0.051919,0.117248,0.000594,-0.023544,-0.025761,0.004655,0.103519,0.111426,0.114991,0.02259,0.067852,-0.012709,0.005276,0.104252,0.044431,-0.027711,0.1396,0.0527,0.0499,0.0151,0.0385,0.2985,0.0944,0.0766,0.0583,0.1262,0.2184,0.0413,0.0495,0.0472,0.0981,0.1906,0.0287,0.006,0.0031,0.0193,0.1186,0.08,0.033,-0.0008,-0.0366,0.1054,0.0435,0.0263,0.0171,0.0611,0.2245,0.1025,0.0451,0.0591,0.0958,0.0702,-0.0036,0.0179,0.034,0.0603,0.0257,-0.0329,-0.0389,-0.0025,0.0429,0.1404,-0.0173,-0.0197,-0.023,0.0573,0.011016,0.018287,0.047834,0.062718,0.131047,0.006236,0.016137,0.053387,0.026971,0.288057,-0.01115,0.000244,-0.009055,0.008027,0.206142,-0.038998,-0.060055,-0.043479,-0.020514,0.173305,-0.039424,-0.015124,0.055548,0.066379,0.120678,0.009727,0.020717,0.045112,0.047791,0.132659,0.009855,0.019383,0.042124,0.029237,0.289265,0.01754,-0.021029,-0.015067,-0.000652,0.205354,-0.035716,-0.05585,-0.038654,-0.041031,0.168982,-0.022529,0.000011,-0.019858,0.00376,0.137384
2000,7,-0.009836,-0.01399,-0.017059,-0.032657,-0.031082,-0.037086,-0.017898,-0.035364,-0.0057,-0.067116,-0.06353,-0.065376,-0.028637,-0.029612,-0.040372,-0.030135,-0.049859,-0.035567,-0.004444,-0.060907,0.007384,-0.033908,-0.043169,-0.046084,-0.079262,-0.00456,0.009817,0.006561,-0.006079,-0.033404,-0.01171,0.001887,0.019872,0.022647,-0.072915,-0.031088,0.003138,0.004739,-0.007161,-0.044501,-0.000809,-0.024357,0.021079,0.012397,-0.086485,-0.04451,-0.014465,-0.00947,0.004562,-0.020244,0.00503,-0.005229,-0.0098,0.021705,-0.010152,0.001873,-0.066243,0.005952,-0.02085,0.006598,-0.032373,-0.002421,-0.035377,-0.084226,0.034161,0.089181,-0.005006,-0.005671,-0.005751,-0.063081,-0.108293,0.012703,0.079039,-0.011996,-0.008268,-0.031353,-0.044354,-0.068568,-0.010193,-0.069749,0.058029,-0.005958,-0.032086,-0.027891,-0.034318,0.0156,0.007,0.0045,-0.0021,-0.0614,-0.0027,0.0197,-0.006,0.0136,-0.0817,0.0046,0.0203,-0.0113,0.0213,-0.0848,0.0314,0.0076,-0.0238,-0.0139,-0.0752,0.0192,0.0091,0.0009,-0.0371,-0.0386,-0.0138,0.0093,0.0187,0.0317,-0.0102,-0.0668,-0.0002,0.0129,0.0191,-0.0115,-0.0608,-0.0012,0.0264,0.0354,-0.0185,-0.0478,-0.0113,0.0291,-0.0269,-0.0079,-0.0322,0.0222,-0.0005,-0.0035,-0.014,0.030065,0.016123,0.0187,0.003324,-0.063433,0.030764,0.046723,0.007202,-0.007034,-0.07613,0.034936,0.038333,0.052287,0.031757,-0.092758,0.028452,0.046392,0.022558,-0.035085,-0.075178,0.006772,-0.012958,-0.013872,-0.013294,-0.057745,0.027635,0.017746,0.020403,0.004538,-0.060329,0.027591,0.047639,0.018424,-0.005946,-0.078034,0.034212,0.036976,0.036739,0.058912,-0.095998,0.031149,0.039188,0.031243,-0.023934,-0.077297,-0.028198,0.02093,0.021872,-0.039188,-0.033569
2000,8,0.093161,0.074921,0.060874,0.060686,0.074115,0.054599,0.064984,0.060069,0.063471,0.067836,0.078684,0.134573,0.043355,0.066918,0.066157,0.077904,0.104721,0.09455,0.085761,0.125662,0.118548,0.068406,0.029717,0.096431,0.042785,0.05704,0.059718,0.04417,0.065128,0.088623,0.043266,0.066776,0.096028,0.070584,0.071116,0.087658,0.075436,0.050578,0.094478,0.109106,0.141369,0.065062,0.088585,0.088481,0.094941,0.034137,0.051287,0.062116,0.081548,0.09902,0.050571,0.035203,0.054392,0.038395,0.110213,0.081786,0.063044,0.05169,0.004046,0.04262,0.061717,0.086899,0.07854,0.047943,0.063189,0.075339,0.035709,0.124141,0.098595,0.09805,0.055399,0.075337,0.030945,0.066941,0.063815,0.10302,0.144686,0.098839,0.048584,-0.008631,-0.008579,0.099193,0.084073,0.093577,0.091565,0.0883,0.0577,0.0407,0.043,0.0467,0.082,0.0624,0.0252,0.0624,0.0806,0.1207,0.0837,0.0492,0.0606,0.0584,0.1239,0.1007,0.0952,0.0553,0.0734,0.0931,0.0669,0.0468,0.0786,0.0981,0.0761,0.0529,0.0636,0.055,0.0661,0.1064,0.0692,0.0552,0.0761,0.0856,0.128,0.0703,0.0733,0.0543,0.0936,0.0871,0.0761,0.0629,0.1021,0.1246,0.1506,0.0655,0.0759,0.0479,0.0647,0.04327,0.040491,0.049167,0.075949,0.062092,0.030911,0.053598,0.050648,0.065549,0.078808,0.041613,0.056812,0.058664,0.057735,0.104038,0.043378,0.077399,0.049903,0.077767,0.121031,0.077201,0.034969,0.053359,0.06518,0.113649,0.042306,0.030165,0.055305,0.077468,0.062692,0.034348,0.057649,0.026609,0.075177,0.079406,0.035615,0.05764,0.059629,0.056124,0.10435,0.043598,0.074842,0.041445,0.078182,0.122094,0.030449,0.058528,0.018967,0.030911,0.132715
2000,9,-0.048538,-0.03468,-0.017942,-0.048473,-0.061182,-0.008595,-0.033657,-0.060082,-0.034479,-0.072612,-0.085247,-0.038448,-0.055244,-0.041491,-0.07265,-0.071593,-0.068834,-0.050291,-0.033432,-0.063323,-0.027122,-0.130246,-0.015742,-0.02986,-0.031671,0.013886,0.019418,0.005518,-0.024502,-0.086142,0.017954,0.008908,0.033708,-0.019135,-0.07952,0.023911,0.003596,0.004413,-0.008393,-0.082507,0.060661,0.003652,0.018279,-0.082258,-0.112961,0.05698,0.061678,-0.088299,-0.04078,-0.132724,-0.006202,-0.048873,-0.016577,-0.003771,-0.012799,-0.048954,-0.08001,0.007404,-0.063586,-0.004645,-0.02468,-0.033681,-0.048111,-0.08255,-0.004647,0.101272,-0.005817,-0.024308,-0.022539,-0.046634,-0.09989,-0.001493,-0.010534,-0.019448,-0.04479,-0.038547,-0.064001,-0.107745,-0.00769,0.021875,0.045889,-0.119508,-0.039272,-0.086688,-0.048263,-0.077,-0.0228,-0.0146,-0.0317,-0.0584,-0.0749,-0.0518,-0.003,-0.0476,-0.0435,-0.0821,-0.0319,-0.0171,-0.0453,-0.0272,-0.097,-0.044,-0.0203,-0.0123,-0.0666,-0.0076,-0.029,-0.0149,-0.086,-0.0675,-0.0345,-0.0276,0.0002,-0.0162,-0.0269,-0.0424,-0.0064,-0.016,0.0163,-0.0323,-0.0367,-0.0283,0.0071,-0.0102,-0.0127,-0.0492,-0.0378,0.0205,0.009,-0.0438,-0.0464,-0.1053,0.0006,0.0286,-0.0635,0.020387,0.022676,-0.00655,-0.038634,-0.109748,0.018802,-0.004565,0.009005,-0.017795,-0.091523,0.014784,-0.001696,-0.007216,0.006843,-0.081499,0.039664,-0.000534,0.004768,-0.024949,-0.107242,-0.082041,-0.032359,-0.014588,-0.044199,-0.080192,0.022931,0.012312,-0.003893,-0.032863,-0.112784,0.016389,-0.006673,0.018165,-0.025739,-0.089345,0.014597,-0.002249,-0.008639,0.012112,-0.081561,0.03404,-0.00923,0.013456,-0.025335,-0.103475,0.05547,0.031185,-0.00275,-0.126901,-0.093255
